REGION,YEAR,VALUE
REGION1,2015,9.982
REGION1,2016,10.076402793296088
REGION1,2017,10.170805586592177
REGION1,2018,10.265208379888266
REGION1,2019,10.359611173184355
REGION1,2020,10.454013966480444
REGION1,2021,10.559171508379885
REGION1,2022,10.664329050279328
REGION1,2023,10.769486592178769
REGION1,2024,10.87464413407821
REGION1,2025,10.97980167597765
REGION1,2026,11.04911005586592
REGION1,2027,11.118418435754187
REGION1,2028,11.187726815642455
REGION1,2029,11.257035195530722
REGION1,2030,11.32634357541899
REGION1,2031,11.419949720670386
REGION1,2032,11.513555865921784
REGION1,2033,11.60716201117318
REGION1,2034,11.700768156424576
REGION1,2035,11.794374301675973
REGION1,2036,11.895946927374295
REGION1,2037,11.99751955307262
REGION1,2038,12.099092178770945
REGION1,2039,12.200664804469268
REGION1,2040,12.302237430167592
REGION1,2041,12.433684357541892
REGION1,2042,12.565131284916193
REGION1,2043,12.696578212290497
REGION1,2044,12.828025139664797
REGION1,2045,12.9594720670391
REGION1,2046,13.076579329608931
REGION1,2047,13.193686592178764
REGION1,2048,13.310793854748594
REGION1,2049,13.427901117318427
REGION1,2050,13.545008379888257
REGION1,2051,13.653368446927363
REGION1,2052,13.762595394502782
REGION1,2053,13.872696157658805
REGION1,2054,13.983677726920074
REGION1,2055,14.095547148735434
REGION1,2056,14.16602488447911
REGION1,2057,14.236855008901504
REGION1,2058,14.30803928394601
REGION1,2059,14.37957948036574
REGION1,2060,14.451477377767567
