REGION,YEAR,VALUE
REGION1,2015,0.954
REGION1,2016,0.9698999999999999
REGION1,2017,0.9857999999999999
REGION1,2018,1.0016999999999998
REGION1,2019,1.0175999999999998
REGION1,2020,1.0335
REGION1,2021,1.05205
REGION1,2022,1.0705999999999998
REGION1,2023,1.08915
REGION1,2024,1.1077
REGION1,2025,1.12625
REGION1,2026,1.1357899999999999
REGION1,2027,1.1453300000000002
REGION1,2028,1.15487
REGION1,2029,1.1644100000000004
REGION1,2030,1.1739500000000003
REGION1,2031,1.18985
REGION1,2032,1.2057500000000003
REGION1,2033,1.2216500000000003
REGION1,2034,1.2375500000000004
REGION1,2035,1.2534500000000002
REGION1,2036,1.26935
REGION1,2037,1.2852500000000002
REGION1,2038,1.3011500000000003
REGION1,2039,1.3170500000000005
REGION1,2040,1.3329500000000003
REGION1,2041,1.3589200000000003
REGION1,2042,1.3848900000000004
REGION1,2043,1.4108600000000004
REGION1,2044,1.4368300000000005
REGION1,2045,1.4628000000000003
REGION1,2046,1.4792300000000003
REGION1,2047,1.4956600000000002
REGION1,2048,1.51209
REGION1,2049,1.52852
REGION1,2050,1.5449500000000003
REGION1,2051,1.5588545500000002
REGION1,2052,1.5728842409500001
REGION1,2053,1.5870401991185499
REGION1,2054,1.6013235609106167
REGION1,2055,1.615735472958812
REGION1,2056,1.6302770922154413
REGION1,2057,1.64494958604538
REGION1,2058,1.6597541323197882
REGION1,2059,1.6746919195106662
REGION1,2060,1.689764146786262
