REGION,YEAR,VALUE
REGION1,2015,77.496
REGION1,2016,77.74499561497325
REGION1,2017,77.99399122994652
REGION1,2018,78.24298684491978
REGION1,2019,78.49198245989305
REGION1,2020,78.7409780748663
REGION1,2021,79.1830229946524
REGION1,2022,79.6250679144385
REGION1,2023,80.06711283422459
REGION1,2024,80.50915775401069
REGION1,2025,80.95120267379679
REGION1,2026,81.35974887700534
REGION1,2027,81.7682950802139
REGION1,2028,82.17684128342246
REGION1,2029,82.585387486631
REGION1,2030,82.99393368983957
REGION1,2031,83.07647176470589
REGION1,2032,83.15900983957219
REGION1,2033,83.2415479144385
REGION1,2034,83.32408598930482
REGION1,2035,83.40662406417113
REGION1,2036,83.53958288770053
REGION1,2037,83.67254171122994
REGION1,2038,83.80550053475933
REGION1,2039,83.93845935828875
REGION1,2040,84.07141818181816
REGION1,2041,84.2803534759358
REGION1,2042,84.48928877005343
REGION1,2043,84.6982240641711
REGION1,2044,84.90715935828874
REGION1,2045,85.11609465240639
REGION1,2046,85.31052534759355
REGION1,2047,85.5049560427807
REGION1,2048,85.69938673796788
REGION1,2049,85.89381743315504
REGION1,2050,86.08824812834222
REGION1,2051,86.2604246245989
REGION1,2052,86.4329454738481
REGION1,2053,86.60581136479578
REGION1,2054,86.77902298752538
REGION1,2055,86.95258103350044
REGION1,2056,87.12648619556744
REGION1,2057,87.30073916795857
REGION1,2058,87.47534064629448
REGION1,2059,87.65029132758707
REGION1,2060,87.82559191024224
