REGION,YEAR,VALUE
REGION1,2015,4.662
REGION1,2016,4.727936212624584
REGION1,2017,4.793872425249169
REGION1,2018,4.859808637873753
REGION1,2019,4.925744850498337
REGION1,2020,4.991681063122923
REGION1,2021,5.03150830564784
REGION1,2022,5.071335548172757
REGION1,2023,5.111162790697674
REGION1,2024,5.150990033222591
REGION1,2025,5.1908172757475075
REGION1,2026,5.22135149501661
REGION1,2027,5.251885714285713
REGION1,2028,5.282419933554816
REGION1,2029,5.312954152823919
REGION1,2030,5.343488372093023
REGION1,2031,5.389068438538206
REGION1,2032,5.434648504983389
REGION1,2033,5.4802285714285714
REGION1,2034,5.525808637873755
REGION1,2035,5.571388704318938
REGION1,2036,5.620951495016612
REGION1,2037,5.670514285714287
REGION1,2038,5.720077076411961
REGION1,2039,5.769639867109635
REGION1,2040,5.819202657807311
REGION1,2041,5.8780584717607995
REGION1,2042,5.9369142857142885
REGION1,2043,5.9957700996677765
REGION1,2044,6.054625913621265
REGION1,2045,6.1134817275747535
REGION1,2046,6.179860465116282
REGION1,2047,6.246239202657811
REGION1,2048,6.31261794019934
REGION1,2049,6.378996677740868
REGION1,2050,6.445375415282396
REGION1,2051,6.4776022923588075
REGION1,2052,6.509990303820601
REGION1,2053,6.542540255339703
REGION1,2054,6.575252956616401
REGION1,2055,6.608129221399483
REGION1,2056,6.64116986750648
REGION1,2057,6.674375716844011
REGION1,2058,6.707747595428231
REGION1,2059,6.741286333405371
REGION1,2060,6.774992765072398
