REGION,YEAR,VALUE
REGION1,2015,1.748
REGION1,2016,1.771110576923077
REGION1,2017,1.7942211538461537
REGION1,2018,1.8173317307692307
REGION1,2019,1.8404423076923075
REGION1,2020,1.8635528846153846
REGION1,2021,1.8656538461538463
REGION1,2022,1.8677548076923078
REGION1,2023,1.8698557692307693
REGION1,2024,1.8719567307692309
REGION1,2025,1.8740576923076926
REGION1,2026,1.8673346153846155
REGION1,2027,1.8606115384615385
REGION1,2028,1.8538884615384619
REGION1,2029,1.847165384615385
REGION1,2030,1.840442307692308
REGION1,2031,1.8450644230769235
REGION1,2032,1.849686538461539
REGION1,2033,1.8543086538461542
REGION1,2034,1.8589307692307697
REGION1,2035,1.863552884615385
REGION1,2036,1.8719567307692315
REGION1,2037,1.8803605769230776
REGION1,2038,1.8887644230769236
REGION1,2039,1.8971682692307696
REGION1,2040,1.905572115384616
REGION1,2041,1.9303634615384617
REGION1,2042,1.9551548076923078
REGION1,2043,1.979946153846154
REGION1,2044,2.0047375
REGION1,2045,2.029528846153846
REGION1,2046,2.0450759615384615
REGION1,2047,2.060623076923077
REGION1,2048,2.0761701923076923
REGION1,2049,2.0917173076923072
REGION1,2050,2.107264423076923
REGION1,2051,2.1253868971153844
REGION1,2052,2.1436652244305767
REGION1,2053,2.1621007453606795
REGION1,2054,2.180694811770781
REGION1,2055,2.1994487871520096
REGION1,2056,2.2183640467215167
REGION1,2057,2.2374419775233214
REGION1,2058,2.2566839785300217
REGION1,2059,2.2760914607453797
REGION1,2060,2.2956658473077898
