REGION,YEAR,VALUE
REGION1,2015,0.4399
REGION1,2016,0.45527000000000006
REGION1,2017,0.47064
REGION1,2018,0.4860100000000001
REGION1,2019,0.5013800000000002
REGION1,2020,0.5167500000000002
REGION1,2021,0.5252300000000002
REGION1,2022,0.5337100000000002
REGION1,2023,0.5421900000000004
REGION1,2024,0.5506700000000004
REGION1,2025,0.5591500000000004
REGION1,2026,0.5655100000000003
REGION1,2027,0.5718700000000003
REGION1,2028,0.5782300000000004
REGION1,2029,0.5845900000000005
REGION1,2030,0.5909500000000005
REGION1,2031,0.5930700000000007
REGION1,2032,0.5951900000000007
REGION1,2033,0.5973100000000006
REGION1,2034,0.5994300000000006
REGION1,2035,0.6015500000000006
REGION1,2036,0.6089700000000006
REGION1,2037,0.6163900000000005
REGION1,2038,0.6238100000000005
REGION1,2039,0.6312300000000005
REGION1,2040,0.6386500000000005
REGION1,2041,0.6455400000000004
REGION1,2042,0.6524300000000004
REGION1,2043,0.6593200000000004
REGION1,2044,0.6662100000000004
REGION1,2045,0.6731000000000004
REGION1,2046,0.6799900000000003
REGION1,2047,0.6868800000000004
REGION1,2048,0.6937700000000003
REGION1,2049,0.7006600000000003
REGION1,2050,0.7075500000000003
REGION1,2051,0.7139179500000002
REGION1,2052,0.7203432115500001
REGION1,2053,0.72682630045395
REGION1,2054,0.7333677371580355
REGION1,2055,0.7399680467924578
REGION1,2056,0.7466277592135898
REGION1,2057,0.7533474090465121
REGION1,2058,0.7601275357279307
REGION1,2059,0.766968683549482
REGION1,2060,0.7738714017014272
