REGION,YEAR,VALUE
REGION1,2015,22.53
REGION1,2016,22.810456431535275
REGION1,2017,23.090912863070542
REGION1,2018,23.371369294605813
REGION1,2019,23.651825726141084
REGION1,2020,23.93228215767635
REGION1,2021,23.93228215767635
REGION1,2022,23.93228215767635
REGION1,2023,23.93228215767635
REGION1,2024,23.93228215767635
REGION1,2025,23.93228215767635
REGION1,2026,23.93228215767635
REGION1,2027,23.93228215767635
REGION1,2028,23.93228215767635
REGION1,2029,23.93228215767635
REGION1,2030,23.93228215767635
REGION1,2031,23.988373443983402
REGION1,2032,24.04446473029046
REGION1,2033,24.100556016597512
REGION1,2034,24.156647302904567
REGION1,2035,24.21273858921162
REGION1,2036,24.268829875518676
REGION1,2037,24.32492116182573
REGION1,2038,24.381012448132783
REGION1,2039,24.437103734439837
REGION1,2040,24.49319502074689
REGION1,2041,24.54928630705394
REGION1,2042,24.605377593361
REGION1,2043,24.661468879668053
REGION1,2044,24.717560165975108
REGION1,2045,24.773651452282163
REGION1,2046,24.829742738589218
REGION1,2047,24.88583402489627
REGION1,2048,24.941925311203324
REGION1,2049,24.99801659751038
REGION1,2050,25.054107883817434
REGION1,2051,25.10421609958507
REGION1,2052,25.15442453178424
REGION1,2053,25.20473338084781
REGION1,2054,25.255142847609505
REGION1,2055,25.305653133304723
REGION1,2056,25.353733874258
REGION1,2057,25.40190596861909
REGION1,2058,25.450169589959465
REGION1,2059,25.49852491218039
REGION1,2060,25.546972109513533
