REGION,TECHNOLOGY,VALUE
REGION1,ITSODIFH1,31.536
REGION1,ITSOUTPH2,31.536
REGION1,ITWIOFPN2,31.536
REGION1,ITWIOFPN3,31.536
REGION1,ITWIONPH3,31.536
REGION1,ITWIONPN3,31.536
REGION1,ITWSCHPH2,31.536
REGION1,ITWSSTPH1,31.536
REGION1,LTBFHPFH1,31.536
REGION1,LTBMCCPH1,31.536
REGION1,LTBMCHPH3,31.536
REGION1,LTBMCSPN2,31.536
REGION1,LTBMSTPH3,31.536
REGION1,LTCOCHPH3,31.536
REGION1,LTCOCSPN2,31.536
REGION1,LTCOSTPH1,31.536
REGION1,LTCOSTPH3,31.536
REGION1,LTELLVPH1,31.536
REGION1,LTELPLPH1,31.536
REGION1,LTELSEPH1,31.536
REGION1,LTGOCVPH2,31.536
REGION1,LTHFCCPH2,31.536
REGION1,LTHFCHPH3,31.536
REGION1,LTHFGCPH3,31.536
REGION1,LTHFGCPN3,31.536
REGION1,LTHFHPFH1,31.536
REGION1,LTHFHPPH2,31.536
REGION1,LTHFSTPH2,31.536
REGION1,LTHFSTPH3,31.536
REGION1,LTHYDMPH0,31.536
REGION1,LTHYDMPH1,31.536
REGION1,LTHYDMPH2,31.536
REGION1,LTHYDMPH3,31.536
REGION1,LTHYDSPH2,31.536
REGION1,LTHYDSPH3,31.536
REGION1,LTNGCCPH2,31.536
REGION1,LTNGCHPH3,31.536
REGION1,LTNGCHPN3,31.536
REGION1,LTNGCSPN2,31.536
REGION1,LTNGFCFH1,31.536
REGION1,LTNGGCPH2,31.536
REGION1,LTNGGCPN2,31.536
REGION1,LTNGHPFH1,31.536
REGION1,LTNGHPPH2,31.536
REGION1,LTNGSTPH2,31.536
REGION1,LTOCWVPH1,31.536
REGION1,LTSODIFH1,31.536
REGION1,LTSOUTPH2,31.536
REGION1,LTWIOFPH3,31.536
REGION1,LTWIONPH3,31.536
REGION1,LTWSCHPH2,31.536
REGION1,LTWSSTPH1,31.536
REGION1,LUBFHPFH1,31.536
REGION1,LUBMCCPH1,31.536
REGION1,LUBMCHPH3,31.536
REGION1,LUBMCSPN2,31.536
REGION1,LUBMSTPH3,31.536
REGION1,LUCOCHPH3,31.536
REGION1,LUCOCSPN2,31.536
REGION1,LUCOSTPH1,31.536
REGION1,LUCOSTPH3,31.536
REGION1,LUGOCVPH2,31.536
REGION1,LUHFCCPH2,31.536
REGION1,LUHFCHPH3,31.536
REGION1,LUHFGCPH3,31.536
REGION1,LUHFGCPN3,31.536
REGION1,LUHFHPFH1,31.536
REGION1,LUHFHPPH2,31.536
REGION1,LUHFSTPH2,31.536
REGION1,LUHFSTPH3,31.536
REGION1,LUHYDMPH0,31.536
REGION1,LUHYDMPH1,31.536
REGION1,LUHYDMPH2,31.536
REGION1,LUHYDMPH3,31.536
REGION1,LUHYDSPH2,31.536
REGION1,LUHYDSPH3,31.536
REGION1,LUNGCCPH2,31.536
REGION1,LUNGCHPH3,31.536
REGION1,LUNGCHPN3,31.536
REGION1,LUNGCSPN2,31.536
REGION1,LUNGFCFH1,31.536
REGION1,LUNGGCPH2,31.536
REGION1,LUNGGCPN2,31.536
REGION1,LUNGHPFH1,31.536
REGION1,LUNGHPPH2,31.536
REGION1,LUNGSTPH2,31.536
REGION1,LUSODIFH1,31.536
REGION1,LUSOUTPH2,31.536
REGION1,LUWIONPH3,31.536
REGION1,LUWIONPN3,31.536
REGION1,LUWSCHPH2,31.536
REGION1,LUWSSTPH1,31.536
REGION1,LVBFHPFH1,31.536
REGION1,LVBMCCPH1,31.536
REGION1,LVBMCHPH3,31.536
REGION1,LVBMCSPN2,31.536
REGION1,LVBMSTPH3,31.536
REGION1,LVCOCHPH3,31.536
REGION1,LVCOCSPN2,31.536
REGION1,LVCOSTPH1,31.536
REGION1,LVCOSTPH3,31.536
REGION1,LVGOCVPH2,31.536
REGION1,LVHFCCPH2,31.536
REGION1,LVHFCHPH3,31.536
REGION1,LVHFGCPH3,31.536
REGION1,LVHFGCPN3,31.536
REGION1,LVHFHPFH1,31.536
REGION1,LVHFHPPH2,31.536
REGION1,LVHFSTPH2,31.536
REGION1,LVHFSTPH3,31.536
REGION1,LVHYDMPH0,31.536
REGION1,LVHYDMPH1,31.536
REGION1,LVHYDMPH2,31.536
REGION1,LVHYDMPH3,31.536
REGION1,LVNGCCPH2,31.536
REGION1,LVNGCHPH3,31.536
REGION1,LVNGCHPN3,31.536
REGION1,LVNGCSPN2,31.536
REGION1,LVNGFCFH1,31.536
REGION1,LVNGGCPH2,31.536
REGION1,LVNGGCPN2,31.536
REGION1,LVNGHPFH1,31.536
REGION1,LVNGHPPH2,31.536
REGION1,LVNGSTPH2,31.536
REGION1,LVOCWVPH1,31.536
REGION1,LVSODIFH1,31.536
REGION1,LVSOUTPH2,31.536
REGION1,LVWIONPH3,31.536
REGION1,LVWSCHPH2,31.536
REGION1,LVWSSTPH1,31.536
REGION1,MTBFHPFH1,31.536
REGION1,MTBMCCPH1,31.536
REGION1,MTBMCHPH3,31.536
REGION1,MTBMCSPN2,31.536
REGION1,MTBMSTPH3,31.536
REGION1,MTHFCCPH2,31.536
REGION1,MTHFCHPH3,31.536
REGION1,MTHFGCPH3,31.536
REGION1,MTHFGCPN3,31.536
REGION1,MTHFHPFH1,31.536
REGION1,MTHFHPPH2,31.536
REGION1,MTHFSTPH2,31.536
REGION1,MTHFSTPH3,31.536
REGION1,MTNGCCPH2,31.536
REGION1,MTNGCHPH3,31.536
REGION1,MTNGCHPN3,31.536
REGION1,MTNGCSPN2,31.536
REGION1,MTNGFCFH1,31.536
REGION1,MTNGGCPH2,31.536
REGION1,MTNGGCPN2,31.536
REGION1,MTNGHPFH1,31.536
REGION1,MTNGHPPH2,31.536
REGION1,MTNGSTPH2,31.536
REGION1,MTOCWVPH1,31.536
REGION1,MTSODIFH1,31.536
REGION1,MTSOUTPH2,31.536
REGION1,MTWIONPH3,31.536
REGION1,MTWSCHPH2,31.536
REGION1,MTWSSTPH1,31.536
REGION1,NLBFHPFH1,31.536
REGION1,NLBMCCPH1,31.536
REGION1,NLBMCHPH3,31.536
REGION1,NLBMCSPN2,31.536
REGION1,NLBMSTPH3,31.536
REGION1,NLCOCHPH3,31.536
REGION1,NLCOCSPN2,31.536
REGION1,NLCOSTPH1,31.536
REGION1,NLCOSTPH3,31.536
REGION1,NLELNOPH1,31.536
REGION1,NLELUKPH1,31.536
REGION1,NLGOCVPH2,31.536
REGION1,NLHFCCPH2,31.536
REGION1,NLHFCHPH3,31.536
REGION1,NLHFGCPH3,31.536
REGION1,NLHFGCPN3,31.536
REGION1,NLHFHPFH1,31.536
REGION1,NLHFHPPH2,31.536
REGION1,NLHFSTPH2,31.536
REGION1,NLHFSTPH3,31.536
REGION1,NLHYDMPH0,31.536
REGION1,NLHYDMPH1,31.536
REGION1,NLHYDMPH2,31.536
REGION1,NLHYDMPH3,31.536
REGION1,NLNGCCPH2,31.536
REGION1,NLNGCHPH3,31.536
REGION1,NLNGCHPN3,31.536
REGION1,NLNGCSPN2,31.536
REGION1,NLNGFCFH1,31.536
REGION1,NLNGGCPH2,31.536
REGION1,NLNGGCPN2,31.536
REGION1,NLNGHPFH1,31.536
REGION1,NLNGHPPH2,31.536
REGION1,NLNGSTPH2,31.536
REGION1,NLNUG2PH3,31.536
REGION1,NLNUG3PN3,31.536
REGION1,NLOCWVPH1,31.536
REGION1,NLSODIFH1,31.536
REGION1,NLSOUTPH2,31.536
REGION1,NLWIOFPH3,31.536
REGION1,NLWIOFPN2,31.536
REGION1,NLWIOFPN3,31.536
REGION1,NLWIONPH3,31.536
REGION1,NLWIONPN3,31.536
REGION1,NLWSCHPH2,31.536
REGION1,NLWSSTPH1,31.536
REGION1,NOBFHPFH1,31.536
REGION1,NOBMCCPH1,31.536
REGION1,NOBMCHPH3,31.536
REGION1,NOBMCSPN2,31.536
REGION1,NOBMSTPH3,31.536
REGION1,NOCOCHPH3,31.536
REGION1,NOCOCSPN2,31.536
REGION1,NOCOSTPH1,31.536
REGION1,NOCOSTPH3,31.536
REGION1,NOELSEPH1,31.536
REGION1,NOELUKPH1,31.536
REGION1,NOHFCCPH2,31.536
REGION1,NOHFCHPH3,31.536
REGION1,NOHFGCPH3,31.536
REGION1,NOHFGCPN3,31.536
REGION1,NOHFHPFH1,31.536
REGION1,NOHFHPPH2,31.536
REGION1,NOHFSTPH2,31.536
REGION1,NOHFSTPH3,31.536
REGION1,NOHYDMPH0,31.536
REGION1,NOHYDMPH1,31.536
REGION1,NOHYDMPH2,31.536
REGION1,NOHYDMPH3,31.536
REGION1,NOHYDSPH2,31.536
REGION1,NOHYDSPH3,31.536
REGION1,NONGCCPH2,31.536
REGION1,NONGCHPH3,31.536
REGION1,NONGCHPN3,31.536
REGION1,NONGCSPN2,31.536
REGION1,NONGFCFH1,31.536
REGION1,NONGGCPH2,31.536
REGION1,NONGGCPN2,31.536
REGION1,NONGHPFH1,31.536
REGION1,NONGHPPH2,31.536
REGION1,NONGSTPH2,31.536
REGION1,NONUG3PN3,31.536
REGION1,NOOCWVPH1,31.536
REGION1,NOSODIFH1,31.536
REGION1,NOSOUTPH2,31.536
REGION1,NOWIOFPH3,31.536
REGION1,NOWIOFPN2,31.536
REGION1,NOWIOFPN3,31.536
REGION1,NOWIONPH3,31.536
REGION1,NOWIONPN3,31.536
REGION1,NOWSCHPH2,31.536
REGION1,NOWSSTPH1,31.536
REGION1,PLBFHPFH1,31.536
REGION1,PLBMCCPH1,31.536
REGION1,PLBMCHPH3,31.536
REGION1,PLBMCSPN2,31.536
REGION1,PLBMSTPH3,31.536
REGION1,PLCOCHPH3,31.536
REGION1,PLCOCSPN2,31.536
REGION1,PLCOSTPH1,31.536
REGION1,PLCOSTPH3,31.536
REGION1,PLELSEPH1,31.536
REGION1,PLELSKPH1,31.536
REGION1,PLGOCVPH2,31.536
REGION1,PLHFCCPH2,31.536
REGION1,PLHFCHPH3,31.536
REGION1,PLHFGCPH3,31.536
REGION1,PLHFGCPN3,31.536
REGION1,PLHFHPFH1,31.536
REGION1,PLHFHPPH2,31.536
REGION1,PLHFSTPH2,31.536
REGION1,PLHFSTPH3,31.536
REGION1,PLHYDMPH0,31.536
REGION1,PLHYDMPH1,31.536
REGION1,PLHYDMPH2,31.536
REGION1,PLHYDMPH3,31.536
REGION1,PLHYDSPH2,31.536
REGION1,PLHYDSPH3,31.536
REGION1,PLNGCCPH2,31.536
REGION1,PLNGCHPH3,31.536
REGION1,PLNGCHPN3,31.536
REGION1,PLNGCSPN2,31.536
REGION1,PLNGFCFH1,31.536
REGION1,PLNGGCPH2,31.536
REGION1,PLNGGCPN2,31.536
REGION1,PLNGHPFH1,31.536
REGION1,PLNGHPPH2,31.536
REGION1,PLNGSTPH2,31.536
REGION1,PLNUG3PN3,31.536
REGION1,PLOCWVPH1,31.536
REGION1,PLSODIFH1,31.536
REGION1,PLSOUTPH2,31.536
REGION1,PLWIOFPN3,31.536
REGION1,PLWIONPH3,31.536
REGION1,PLWIONPN3,31.536
REGION1,PLWSCHPH2,31.536
REGION1,PLWSSTPH1,31.536
REGION1,PTBFHPFH1,31.536
REGION1,PTBMCCPH1,31.536
REGION1,PTBMCHPH3,31.536
REGION1,PTBMCSPN2,31.536
REGION1,PTBMSTPH3,31.536
REGION1,PTCOCHPH3,31.536
REGION1,PTCOCSPN2,31.536
REGION1,PTCOSTPH1,31.536
REGION1,PTCOSTPH3,31.536
REGION1,PTGOCVPH2,31.536
REGION1,PTHFCCPH2,31.536
REGION1,PTHFCHPH3,31.536
REGION1,PTHFGCPH3,31.536
REGION1,PTHFGCPN3,31.536
REGION1,PTHFHPFH1,31.536
REGION1,PTHFHPPH2,31.536
REGION1,PTHFSTPH2,31.536
REGION1,PTHFSTPH3,31.536
REGION1,PTHYDMPH0,31.536
REGION1,PTHYDMPH1,31.536
REGION1,PTHYDMPH2,31.536
REGION1,PTHYDMPH3,31.536
REGION1,PTHYDSPH2,31.536
REGION1,PTHYDSPH3,31.536
REGION1,PTNGCCPH2,31.536
REGION1,PTNGCHPH3,31.536
REGION1,PTNGCHPN3,31.536
REGION1,PTNGCSPN2,31.536
REGION1,PTNGFCFH1,31.536
REGION1,PTNGGCPH2,31.536
REGION1,PTNGGCPN2,31.536
REGION1,PTNGHPFH1,31.536
REGION1,PTNGHPPH2,31.536
REGION1,PTNGSTPH2,31.536
REGION1,PTOCWVPH1,31.536
REGION1,PTSODIFH1,31.536
REGION1,PTSOUTPH2,31.536
REGION1,PTWIOFPH3,31.536
REGION1,PTWIONPH3,31.536
REGION1,PTWSCHPH2,31.536
REGION1,PTWSSTPH1,31.536
REGION1,ROBFHPFH1,31.536
REGION1,ROBMCCPH1,31.536
REGION1,ROBMCHPH3,31.536
REGION1,ROBMCSPN2,31.536
REGION1,ROBMSTPH3,31.536
REGION1,ROCOCHPH3,31.536
REGION1,ROCOCSPN2,31.536
REGION1,ROCOSTPH1,31.536
REGION1,ROCOSTPH3,31.536
REGION1,ROGOCVPH2,31.536
REGION1,ROHFCCPH2,31.536
REGION1,ROHFCHPH3,31.536
REGION1,ROHFGCPH3,31.536
REGION1,ROHFGCPN3,31.536
REGION1,ROHFHPFH1,31.536
REGION1,ROHFHPPH2,31.536
REGION1,ROHFSTPH2,31.536
REGION1,ROHFSTPH3,31.536
REGION1,ROHYDMPH0,31.536
REGION1,ROHYDMPH1,31.536
REGION1,ROHYDMPH2,31.536
REGION1,ROHYDMPH3,31.536
REGION1,RONGCCPH2,31.536
REGION1,RONGCHPH3,31.536
REGION1,RONGCHPN3,31.536
REGION1,RONGCSPN2,31.536
REGION1,RONGFCFH1,31.536
REGION1,RONGGCPH2,31.536
REGION1,RONGGCPN2,31.536
REGION1,RONGHPFH1,31.536
REGION1,RONGHPPH2,31.536
REGION1,RONGSTPH2,31.536
REGION1,RONUG2PH3,31.536
REGION1,RONUG3PN3,31.536
REGION1,ROOCWVPH1,31.536
REGION1,ROSODIFH1,31.536
REGION1,ROSOUTPH2,31.536
REGION1,ROWIONPH3,31.536
REGION1,ROWIONPN3,31.536
REGION1,ROWSCHPH2,31.536
REGION1,ROWSSTPH1,31.536
REGION1,SEBFHPFH1,31.536
REGION1,SEBMCCPH1,31.536
REGION1,SEBMCHPH3,31.536
REGION1,SEBMCSPN2,31.536
REGION1,SEBMSTPH3,31.536
REGION1,SECOCHPH3,31.536
REGION1,SECOCSPN2,31.536
REGION1,SECOSTPH1,31.536
REGION1,SECOSTPH3,31.536
REGION1,SEGOCVPH2,31.536
REGION1,SEHFCCPH2,31.536
REGION1,SEHFCHPH3,31.536
REGION1,SEHFGCPH3,31.536
REGION1,SEHFGCPN3,31.536
REGION1,SEHFHPFH1,31.536
REGION1,SEHFHPPH2,31.536
REGION1,SEHFSTPH2,31.536
REGION1,SEHFSTPH3,31.536
REGION1,SEHYDMPH0,31.536
REGION1,SEHYDMPH1,31.536
REGION1,SEHYDMPH2,31.536
REGION1,SEHYDMPH3,31.536
REGION1,SEHYDSPH2,31.536
REGION1,SEHYDSPH3,31.536
REGION1,SENGCCPH2,31.536
REGION1,SENGCHPH3,31.536
REGION1,SENGCHPN3,31.536
REGION1,SENGCSPN2,31.536
REGION1,SENGFCFH1,31.536
REGION1,SENGGCPH2,31.536
REGION1,SENGGCPN2,31.536
REGION1,SENGHPFH1,31.536
REGION1,SENGHPPH2,31.536
REGION1,SENGSTPH2,31.536
REGION1,SENUG2PH3,31.536
REGION1,SENUG3PN3,31.536
REGION1,SEOCWVPH1,31.536
REGION1,SESODIFH1,31.536
REGION1,SESOUTPH2,31.536
REGION1,SEWIOFPH3,31.536
REGION1,SEWIOFPN2,31.536
REGION1,SEWIOFPN3,31.536
REGION1,SEWIONPH3,31.536
REGION1,SEWIONPN3,31.536
REGION1,SEWSCHPH2,31.536
REGION1,SEWSSTPH1,31.536
REGION1,SIBFHPFH1,31.536
REGION1,SIBMCCPH1,31.536
REGION1,SIBMCHPH3,31.536
REGION1,SIBMCSPN2,31.536
REGION1,SIBMSTPH3,31.536
REGION1,SICOCHPH3,31.536
REGION1,SICOCSPN2,31.536
REGION1,SICOSTPH1,31.536
REGION1,SICOSTPH3,31.536
REGION1,SIGOCVPH2,31.536
REGION1,SIHFCCPH2,31.536
REGION1,SIHFCHPH3,31.536
REGION1,SIHFGCPH3,31.536
REGION1,SIHFGCPN3,31.536
REGION1,SIHFHPFH1,31.536
REGION1,SIHFHPPH2,31.536
REGION1,SIHFSTPH2,31.536
REGION1,SIHFSTPH3,31.536
REGION1,SIHYDMPH0,31.536
REGION1,SIHYDMPH1,31.536
REGION1,SIHYDMPH2,31.536
REGION1,SIHYDMPH3,31.536
REGION1,SIHYDSPH2,31.536
REGION1,SIHYDSPH3,31.536
REGION1,SINGCCPH2,31.536
REGION1,SINGCHPH3,31.536
REGION1,SINGCHPN3,31.536
REGION1,SINGCSPN2,31.536
REGION1,SINGFCFH1,31.536
REGION1,SINGGCPH2,31.536
REGION1,SINGGCPN2,31.536
REGION1,SINGHPFH1,31.536
REGION1,SINGHPPH2,31.536
REGION1,SINGSTPH2,31.536
REGION1,SINUG2PH3,31.536
REGION1,SINUG3PN3,31.536
REGION1,SIOCWVPH1,31.536
REGION1,SISODIFH1,31.536
REGION1,SISOUTPH2,31.536
REGION1,SIWIONPH3,31.536
REGION1,SIWSCHPH2,31.536
REGION1,SIWSSTPH1,31.536
REGION1,SKBFHPFH1,31.536
REGION1,SKBMCCPH1,31.536
REGION1,SKBMCHPH3,31.536
REGION1,SKBMCSPN2,31.536
REGION1,SKBMSTPH3,31.536
REGION1,SKCOCHPH3,31.536
REGION1,SKCOCSPN2,31.536
REGION1,SKCOSTPH1,31.536
REGION1,SKCOSTPH3,31.536
REGION1,SKGOCVPH2,31.536
REGION1,SKHFCCPH2,31.536
REGION1,SKHFCHPH3,31.536
REGION1,SKHFGCPH3,31.536
REGION1,SKHFGCPN3,31.536
REGION1,SKHFHPFH1,31.536
REGION1,SKHFHPPH2,31.536
REGION1,SKHFSTPH2,31.536
REGION1,SKHFSTPH3,31.536
REGION1,SKHYDMPH0,31.536
REGION1,SKHYDMPH1,31.536
REGION1,SKHYDMPH2,31.536
REGION1,SKHYDMPH3,31.536
REGION1,SKHYDSPH2,31.536
REGION1,SKHYDSPH3,31.536
REGION1,SKNGCCPH2,31.536
REGION1,SKNGCHPH3,31.536
REGION1,SKNGCHPN3,31.536
REGION1,SKNGCSPN2,31.536
REGION1,SKNGFCFH1,31.536
REGION1,SKNGGCPH2,31.536
REGION1,SKNGGCPN2,31.536
REGION1,SKNGHPFH1,31.536
REGION1,SKNGHPPH2,31.536
REGION1,SKNGSTPH2,31.536
REGION1,SKNUG2PH3,31.536
REGION1,SKNUG3PN3,31.536
REGION1,SKSODIFH1,31.536
REGION1,SKSOUTPH2,31.536
REGION1,SKWIONPH3,31.536
REGION1,SKWSCHPH2,31.536
REGION1,SKWSSTPH1,31.536
REGION1,UKBFHPFH1,31.536
REGION1,UKBMCCPH1,31.536
REGION1,UKBMCHPH3,31.536
REGION1,UKBMCSPN2,31.536
REGION1,UKBMSTPH3,31.536
REGION1,UKCOCHPH3,31.536
REGION1,UKCOCSPN2,31.536
REGION1,UKCOSTPH1,31.536
REGION1,UKCOSTPH3,31.536
REGION1,UKGOCVPH2,31.536
REGION1,UKHFCCPH2,31.536
REGION1,UKHFCHPH3,31.536
REGION1,UKHFGCPH3,31.536
REGION1,UKHFGCPN3,31.536
REGION1,UKHFHPFH1,31.536
REGION1,UKHFHPPH2,31.536
REGION1,UKHFSTPH2,31.536
REGION1,UKHFSTPH3,31.536
REGION1,UKHYDMPH0,31.536
REGION1,UKHYDMPH1,31.536
REGION1,UKHYDMPH2,31.536
REGION1,UKHYDMPH3,31.536
REGION1,UKHYDSPH2,31.536
REGION1,UKHYDSPH3,31.536
REGION1,UKNGCCPH2,31.536
REGION1,UKNGCHPH3,31.536
REGION1,UKNGCHPN3,31.536
REGION1,UKNGCSPN2,31.536
REGION1,UKNGFCFH1,31.536
REGION1,UKNGGCPH2,31.536
REGION1,UKNGGCPN2,31.536
REGION1,UKNGHPFH1,31.536
REGION1,UKNGHPPH2,31.536
REGION1,UKNGSTPH2,31.536
REGION1,UKNUG2PH3,31.536
REGION1,UKNUG3PN3,31.536
REGION1,UKOCWVPH1,31.536
REGION1,UKSODIFH1,31.536
REGION1,UKSOUTPH2,31.536
REGION1,UKWIOFPH3,31.536
REGION1,UKWIOFPN2,31.536
REGION1,UKWIOFPN3,31.536
REGION1,UKWIONPH3,31.536
REGION1,UKWIONPN3,31.536
REGION1,UKWSCHPH2,31.536
REGION1,UKWSSTPH1,31.536
