REGION,YEAR,VALUE
REGION1,2015,11.386
REGION1,2016,11.528010816777043
REGION1,2017,11.670021633554084
REGION1,2018,11.812032450331126
REGION1,2019,11.954043267108167
REGION1,2020,12.096054083885209
REGION1,2021,12.186957763061073
REGION1,2022,12.277861442236938
REGION1,2023,12.368765121412805
REGION1,2024,12.459668800588668
REGION1,2025,12.550572479764533
REGION1,2026,12.651948933039
REGION1,2027,12.753325386313465
REGION1,2028,12.854701839587932
REGION1,2029,12.956078292862397
REGION1,2030,13.057454746136862
REGION1,2031,13.134953274466518
REGION1,2032,13.212451802796172
REGION1,2033,13.28995033112583
REGION1,2034,13.367448859455482
REGION1,2035,13.444947387785136
REGION1,2036,13.553445327446653
REGION1,2037,13.66194326710817
REGION1,2038,13.770441206769688
REGION1,2039,13.878939146431202
REGION1,2040,13.987437086092719
REGION1,2041,14.108502354672556
REGION1,2042,14.229567623252395
REGION1,2043,14.35063289183223
REGION1,2044,14.47169816041207
REGION1,2045,14.592763428991908
REGION1,2046,14.658113539367182
REGION1,2047,14.72346364974246
REGION1,2048,14.788813760117735
REGION1,2049,14.854163870493013
REGION1,2050,14.919513980868286
REGION1,2051,14.97919203679176
REGION1,2052,15.039108804938927
REGION1,2053,15.099265240158683
REGION1,2054,15.159662301119317
REGION1,2055,15.220300950323795
REGION1,2056,15.265961853174764
REGION1,2057,15.311759738734287
REGION1,2058,15.357695017950487
REGION1,2059,15.403768103004337
REGION1,2060,15.449979407313348
