REGION,TECHNOLOGY,VALUE
REGION1,LTNGHPPH2,20.0
REGION1,LTNGSTPH2,30.0
REGION1,LTOCWVPH1,25.0
REGION1,LTSODIFH1,25.0
REGION1,LTSOUTPH2,25.0
REGION1,LTWIOFPH3,25.0
REGION1,LTWIONPH3,25.0
REGION1,LTWSCHPH2,25.0
REGION1,LTWSSTPH1,30.0
REGION1,LUBFHPFH1,20.0
REGION1,LUBMCCPH1,30.0
REGION1,LUBMCHPH3,25.0
REGION1,LUBMCSPN2,35.0
REGION1,LUBMSTPH3,30.0
REGION1,LUCOCHPH3,25.0
REGION1,LUCOCSPN2,40.0
REGION1,LUCOSTPH1,30.0
REGION1,LUCOSTPH3,30.0
REGION1,LUGOCVPH2,40.0
REGION1,LUHFCCPH2,30.0
REGION1,LUHFCHPH3,25.0
REGION1,LUHFGCPH3,25.0
REGION1,LUHFGCPN3,25.0
REGION1,LUHFHPFH1,20.0
REGION1,LUHFHPPH2,20.0
REGION1,LUHFSTPH2,30.0
REGION1,LUHFSTPH3,30.0
REGION1,LUHYDMPH0,80.0
REGION1,LUHYDMPH1,80.0
REGION1,LUHYDMPH2,80.0
REGION1,LUHYDMPH3,80.0
REGION1,LUHYDSPH2,80.0
REGION1,LUHYDSPH3,80.0
REGION1,LUNGCCPH2,30.0
REGION1,LUNGCHPH3,25.0
REGION1,LUNGCHPN3,25.0
REGION1,LUNGCSPN2,30.0
REGION1,LUNGFCFH1,5.0
REGION1,LUNGGCPH2,25.0
REGION1,LUNGGCPN2,25.0
REGION1,LUNGHPFH1,20.0
REGION1,LUNGHPPH2,20.0
REGION1,LUNGSTPH2,30.0
REGION1,LUSODIFH1,25.0
REGION1,LUSOUTPH2,25.0
REGION1,LUWIONPH3,25.0
REGION1,LUWIONPN3,25.0
REGION1,LUWSCHPH2,25.0
REGION1,LUWSSTPH1,30.0
REGION1,LVBFHPFH1,20.0
REGION1,LVBMCCPH1,30.0
REGION1,LVBMCHPH3,25.0
REGION1,LVBMCSPN2,35.0
REGION1,LVBMSTPH3,30.0
REGION1,LVCOCHPH3,25.0
REGION1,LVCOCSPN2,40.0
REGION1,LVCOSTPH1,30.0
REGION1,LVCOSTPH3,30.0
REGION1,LVGOCVPH2,40.0
REGION1,LVHFCCPH2,30.0
REGION1,LVHFCHPH3,25.0
REGION1,LVHFGCPH3,25.0
REGION1,LVHFGCPN3,25.0
REGION1,LVHFHPFH1,20.0
REGION1,LVHFHPPH2,20.0
REGION1,LVHFSTPH2,30.0
REGION1,LVHFSTPH3,30.0
REGION1,LVHYDMPH0,80.0
REGION1,LVHYDMPH1,80.0
REGION1,LVHYDMPH2,80.0
REGION1,LVHYDMPH3,80.0
REGION1,LVNGCCPH2,30.0
REGION1,LVNGCHPH3,25.0
REGION1,LVNGCHPN3,25.0
REGION1,LVNGCSPN2,30.0
REGION1,LVNGFCFH1,5.0
REGION1,LVNGGCPH2,25.0
REGION1,LVNGGCPN2,25.0
REGION1,LVNGHPFH1,20.0
REGION1,LVNGHPPH2,20.0
REGION1,LVNGSTPH2,30.0
REGION1,LVOCWVPH1,25.0
REGION1,LVSODIFH1,25.0
REGION1,LVSOUTPH2,25.0
REGION1,LVWIONPH3,25.0
REGION1,LVWSCHPH2,25.0
REGION1,LVWSSTPH1,30.0
REGION1,MTBFHPFH1,20.0
REGION1,MTBMCCPH1,30.0
REGION1,MTBMCHPH3,25.0
REGION1,MTBMCSPN2,35.0
REGION1,MTBMSTPH3,30.0
REGION1,MTHFCCPH2,30.0
REGION1,MTHFCHPH3,25.0
REGION1,MTHFGCPH3,25.0
REGION1,MTHFGCPN3,25.0
REGION1,MTHFHPFH1,20.0
REGION1,MTHFHPPH2,20.0
REGION1,MTHFSTPH2,30.0
REGION1,MTHFSTPH3,30.0
REGION1,MTNGCCPH2,30.0
REGION1,MTNGCHPH3,25.0
REGION1,MTNGCHPN3,25.0
REGION1,MTNGCSPN2,30.0
REGION1,MTNGFCFH1,5.0
REGION1,MTNGGCPH2,25.0
REGION1,MTNGGCPN2,25.0
REGION1,MTNGHPFH1,20.0
REGION1,MTNGHPPH2,20.0
REGION1,MTNGSTPH2,30.0
REGION1,MTOCWVPH1,25.0
REGION1,MTSODIFH1,25.0
REGION1,MTSOUTPH2,25.0
REGION1,MTWIONPH3,25.0
REGION1,MTWSCHPH2,25.0
REGION1,MTWSSTPH1,30.0
REGION1,NLBFHPFH1,20.0
REGION1,NLBMCCPH1,30.0
REGION1,NLBMCHPH3,25.0
REGION1,NLBMCSPN2,35.0
REGION1,NLBMSTPH3,30.0
REGION1,NLCOCHPH3,25.0
REGION1,NLCOCSPN2,40.0
REGION1,NLCOSTPH1,30.0
REGION1,NLCOSTPH3,30.0
REGION1,NLGOCVPH2,40.0
REGION1,NLHFCCPH2,30.0
REGION1,NLHFCHPH3,25.0
REGION1,NLHFGCPH3,25.0
REGION1,NLHFGCPN3,25.0
REGION1,NLHFHPFH1,20.0
REGION1,NLHFHPPH2,20.0
REGION1,NLHFSTPH2,30.0
REGION1,NLHFSTPH3,30.0
REGION1,NLHYDMPH0,80.0
REGION1,NLHYDMPH1,80.0
REGION1,NLHYDMPH2,80.0
REGION1,NLHYDMPH3,80.0
REGION1,NLNGCCPH2,30.0
REGION1,NLNGCHPH3,25.0
REGION1,NLNGCHPN3,25.0
REGION1,NLNGCSPN2,30.0
REGION1,NLNGFCFH1,5.0
REGION1,NLNGGCPH2,25.0
REGION1,NLNGGCPN2,25.0
REGION1,NLNGHPFH1,20.0
REGION1,NLNGHPPH2,20.0
REGION1,NLNGSTPH2,30.0
REGION1,NLNUG2PH3,50.0
REGION1,NLNUG3PN3,60.0
REGION1,NLOCWVPH1,25.0
REGION1,NLSODIFH1,25.0
REGION1,NLSOUTPH2,25.0
REGION1,NLWIOFPH3,25.0
REGION1,NLWIOFPN2,25.0
REGION1,NLWIOFPN3,25.0
REGION1,NLWIONPH3,25.0
REGION1,NLWIONPN3,25.0
REGION1,NLWSCHPH2,25.0
REGION1,NLWSSTPH1,30.0
REGION1,NOBFHPFH1,20.0
REGION1,NOBMCCPH1,30.0
REGION1,NOBMCHPH3,25.0
REGION1,NOBMCSPN2,35.0
REGION1,NOBMSTPH3,30.0
REGION1,NOCOCHPH3,25.0
REGION1,NOCOCSPN2,40.0
REGION1,NOCOSTPH1,30.0
REGION1,NOCOSTPH3,30.0
REGION1,NOHFCCPH2,30.0
REGION1,NOHFCHPH3,25.0
REGION1,NOHFGCPH3,25.0
REGION1,NOHFGCPN3,25.0
REGION1,NOHFHPFH1,20.0
REGION1,NOHFHPPH2,20.0
REGION1,NOHFSTPH2,30.0
REGION1,NOHFSTPH3,30.0
REGION1,NOHYDMPH0,80.0
REGION1,NOHYDMPH1,80.0
REGION1,NOHYDMPH2,80.0
REGION1,NOHYDMPH3,80.0
REGION1,NOHYDSPH2,80.0
REGION1,NOHYDSPH3,80.0
REGION1,NONGCCPH2,30.0
REGION1,NONGCHPH3,25.0
REGION1,NONGCHPN3,25.0
REGION1,NONGCSPN2,30.0
REGION1,NONGFCFH1,5.0
REGION1,NONGGCPH2,25.0
REGION1,NONGGCPN2,25.0
REGION1,NONGHPFH1,20.0
REGION1,NONGHPPH2,20.0
REGION1,NONGSTPH2,30.0
REGION1,NONUG3PN3,60.0
REGION1,NOOCWVPH1,25.0
REGION1,NOSODIFH1,25.0
REGION1,NOSOUTPH2,25.0
REGION1,NOWIOFPH3,25.0
REGION1,NOWIOFPN2,25.0
REGION1,NOWIOFPN3,25.0
REGION1,NOWIONPH3,25.0
REGION1,NOWIONPN3,25.0
REGION1,NOWSCHPH2,25.0
REGION1,NOWSSTPH1,30.0
REGION1,PLBFHPFH1,20.0
REGION1,PLBMCCPH1,30.0
REGION1,PLBMCHPH3,25.0
REGION1,PLBMCSPN2,35.0
REGION1,PLBMSTPH3,30.0
REGION1,PLCOCHPH3,25.0
REGION1,PLCOCSPN2,40.0
REGION1,PLCOSTPH1,30.0
REGION1,PLCOSTPH3,30.0
REGION1,PLGOCVPH2,40.0
REGION1,PLHFCCPH2,30.0
REGION1,PLHFCHPH3,25.0
REGION1,PLHFGCPH3,25.0
REGION1,PLHFGCPN3,25.0
REGION1,PLHFHPFH1,20.0
REGION1,PLHFHPPH2,20.0
REGION1,PLHFSTPH2,30.0
REGION1,PLHFSTPH3,30.0
REGION1,PLHYDMPH0,80.0
REGION1,PLHYDMPH1,80.0
REGION1,PLHYDMPH2,80.0
REGION1,PLHYDMPH3,80.0
REGION1,PLHYDSPH2,80.0
REGION1,PLHYDSPH3,80.0
REGION1,PLNGCCPH2,30.0
REGION1,PLNGCHPH3,25.0
REGION1,PLNGCHPN3,25.0
REGION1,PLNGCSPN2,30.0
REGION1,PLNGFCFH1,5.0
REGION1,PLNGGCPH2,25.0
REGION1,PLNGGCPN2,25.0
REGION1,PLNGHPFH1,20.0
REGION1,PLNGHPPH2,20.0
REGION1,PLNGSTPH2,30.0
REGION1,PLNUG3PN3,60.0
REGION1,PLOCWVPH1,25.0
REGION1,PLSODIFH1,25.0
REGION1,PLSOUTPH2,25.0
REGION1,PLWIOFPN3,25.0
REGION1,PLWIONPH3,25.0
REGION1,PLWIONPN3,25.0
REGION1,PLWSCHPH2,25.0
REGION1,PLWSSTPH1,30.0
REGION1,PTBFHPFH1,20.0
REGION1,PTBMCCPH1,30.0
REGION1,PTBMCHPH3,25.0
REGION1,PTBMCSPN2,35.0
REGION1,PTBMSTPH3,30.0
REGION1,PTCOCHPH3,25.0
REGION1,PTCOCSPN2,40.0
REGION1,PTCOSTPH1,30.0
REGION1,PTCOSTPH3,30.0
REGION1,PTGOCVPH2,40.0
REGION1,PTHFCCPH2,30.0
REGION1,PTHFCHPH3,25.0
REGION1,PTHFGCPH3,25.0
REGION1,PTHFGCPN3,25.0
REGION1,PTHFHPFH1,20.0
REGION1,PTHFHPPH2,20.0
REGION1,PTHFSTPH2,30.0
REGION1,PTHFSTPH3,30.0
REGION1,PTHYDMPH0,80.0
REGION1,PTHYDMPH1,80.0
REGION1,PTHYDMPH2,80.0
REGION1,PTHYDMPH3,80.0
REGION1,PTHYDSPH2,80.0
REGION1,PTHYDSPH3,80.0
REGION1,PTNGCCPH2,30.0
REGION1,PTNGCHPH3,25.0
REGION1,PTNGCHPN3,25.0
REGION1,PTNGCSPN2,30.0
REGION1,PTNGFCFH1,5.0
REGION1,PTNGGCPH2,25.0
REGION1,PTNGGCPN2,25.0
REGION1,PTNGHPFH1,20.0
REGION1,PTNGHPPH2,20.0
REGION1,PTNGSTPH2,30.0
REGION1,PTOCWVPH1,25.0
REGION1,PTSODIFH1,25.0
REGION1,PTSOUTPH2,25.0
REGION1,PTWIOFPH3,25.0
REGION1,PTWIONPH3,25.0
REGION1,PTWSCHPH2,25.0
REGION1,PTWSSTPH1,30.0
REGION1,ROBFHPFH1,20.0
REGION1,ROBMCCPH1,30.0
REGION1,ROBMCHPH3,25.0
REGION1,ROBMCSPN2,35.0
REGION1,ROBMSTPH3,30.0
REGION1,ROCOCHPH3,25.0
REGION1,ROCOCSPN2,40.0
REGION1,ROCOSTPH1,30.0
REGION1,ROCOSTPH3,30.0
REGION1,ROGOCVPH2,40.0
REGION1,ROHFCCPH2,30.0
REGION1,ROHFCHPH3,25.0
REGION1,ROHFGCPH3,25.0
REGION1,ROHFGCPN3,25.0
REGION1,ROHFHPFH1,20.0
REGION1,ROHFHPPH2,20.0
REGION1,ROHFSTPH2,30.0
REGION1,ROHFSTPH3,30.0
REGION1,ROHYDMPH0,80.0
REGION1,ROHYDMPH1,80.0
REGION1,ROHYDMPH2,80.0
REGION1,ROHYDMPH3,80.0
REGION1,RONGCCPH2,30.0
REGION1,RONGCHPH3,25.0
REGION1,RONGCHPN3,25.0
REGION1,RONGCSPN2,30.0
REGION1,RONGFCFH1,5.0
REGION1,RONGGCPH2,25.0
REGION1,RONGGCPN2,25.0
REGION1,RONGHPFH1,20.0
REGION1,RONGHPPH2,20.0
REGION1,RONGSTPH2,30.0
REGION1,RONUG2PH3,50.0
REGION1,RONUG3PN3,60.0
REGION1,ROOCWVPH1,25.0
REGION1,ROSODIFH1,25.0
REGION1,ROSOUTPH2,25.0
REGION1,ROWIONPH3,25.0
REGION1,ROWIONPN3,25.0
REGION1,ROWSCHPH2,25.0
REGION1,ROWSSTPH1,30.0
REGION1,SEBFHPFH1,20.0
REGION1,SEBMCCPH1,30.0
REGION1,SEBMCHPH3,25.0
REGION1,SEBMCSPN2,35.0
REGION1,SEBMSTPH3,30.0
REGION1,SECOCHPH3,25.0
REGION1,SECOCSPN2,40.0
REGION1,SECOSTPH1,30.0
REGION1,SECOSTPH3,30.0
REGION1,SEGOCVPH2,40.0
REGION1,SEHFCCPH2,30.0
REGION1,SEHFCHPH3,25.0
REGION1,SEHFGCPH3,25.0
REGION1,SEHFGCPN3,25.0
REGION1,SEHFHPFH1,20.0
REGION1,SEHFHPPH2,20.0
REGION1,SEHFSTPH2,30.0
REGION1,SEHFSTPH3,30.0
REGION1,SEHYDMPH0,80.0
REGION1,SEHYDMPH1,80.0
REGION1,SEHYDMPH2,80.0
REGION1,SEHYDMPH3,80.0
REGION1,SEHYDSPH2,80.0
REGION1,SEHYDSPH3,80.0
REGION1,SENGCCPH2,30.0
REGION1,SENGCHPH3,25.0
REGION1,SENGCHPN3,25.0
REGION1,SENGCSPN2,30.0
REGION1,SENGFCFH1,5.0
REGION1,SENGGCPH2,25.0
REGION1,SENGGCPN2,25.0
REGION1,SENGHPFH1,20.0
REGION1,SENGHPPH2,20.0
REGION1,SENGSTPH2,30.0
REGION1,SENUG2PH3,50.0
REGION1,SENUG3PN3,60.0
REGION1,SEOCWVPH1,25.0
REGION1,SESODIFH1,25.0
REGION1,SESOUTPH2,25.0
REGION1,SEWIOFPH3,25.0
REGION1,SEWIOFPN2,25.0
REGION1,SEWIOFPN3,25.0
REGION1,SEWIONPH3,25.0
REGION1,SEWIONPN3,25.0
REGION1,SEWSCHPH2,25.0
REGION1,SEWSSTPH1,30.0
REGION1,SIBFHPFH1,20.0
REGION1,SIBMCCPH1,30.0
REGION1,SIBMCHPH3,25.0
REGION1,SIBMCSPN2,35.0
REGION1,SIBMSTPH3,30.0
REGION1,SICOCHPH3,25.0
REGION1,SICOCSPN2,40.0
REGION1,SICOSTPH1,30.0
REGION1,SICOSTPH3,30.0
REGION1,SIGOCVPH2,40.0
REGION1,SIHFCCPH2,30.0
REGION1,SIHFCHPH3,25.0
REGION1,SIHFGCPH3,25.0
REGION1,SIHFGCPN3,25.0
REGION1,SIHFHPFH1,20.0
REGION1,SIHFHPPH2,20.0
REGION1,SIHFSTPH2,30.0
REGION1,SIHFSTPH3,30.0
REGION1,SIHYDMPH0,80.0
REGION1,SIHYDMPH1,80.0
REGION1,SIHYDMPH2,80.0
REGION1,SIHYDMPH3,80.0
REGION1,SIHYDSPH2,80.0
REGION1,SIHYDSPH3,80.0
REGION1,SINGCCPH2,30.0
REGION1,SINGCHPH3,25.0
REGION1,SINGCHPN3,25.0
REGION1,SINGCSPN2,30.0
REGION1,SINGFCFH1,5.0
REGION1,SINGGCPH2,25.0
REGION1,SINGGCPN2,25.0
REGION1,SINGHPFH1,20.0
REGION1,SINGHPPH2,20.0
REGION1,SINGSTPH2,30.0
REGION1,SINUG2PH3,50.0
REGION1,SINUG3PN3,60.0
REGION1,SIOCWVPH1,25.0
REGION1,SISODIFH1,25.0
REGION1,SISOUTPH2,25.0
REGION1,SIWIONPH3,25.0
REGION1,SIWSCHPH2,25.0
REGION1,SIWSSTPH1,30.0
REGION1,SKBFHPFH1,20.0
REGION1,SKBMCCPH1,30.0
REGION1,SKBMCHPH3,25.0
REGION1,SKBMCSPN2,35.0
REGION1,SKBMSTPH3,30.0
REGION1,SKCOCHPH3,25.0
REGION1,SKCOCSPN2,40.0
REGION1,SKCOSTPH1,30.0
REGION1,SKCOSTPH3,30.0
REGION1,SKGOCVPH2,40.0
REGION1,SKHFCCPH2,30.0
REGION1,SKHFCHPH3,25.0
REGION1,SKHFGCPH3,25.0
REGION1,SKHFGCPN3,25.0
REGION1,SKHFHPFH1,20.0
REGION1,SKHFHPPH2,20.0
REGION1,SKHFSTPH2,30.0
REGION1,SKHFSTPH3,30.0
REGION1,SKHYDMPH0,80.0
REGION1,SKHYDMPH1,80.0
REGION1,SKHYDMPH2,80.0
REGION1,SKHYDMPH3,80.0
REGION1,SKHYDSPH2,80.0
REGION1,SKHYDSPH3,80.0
REGION1,SKNGCCPH2,30.0
REGION1,SKNGCHPH3,25.0
REGION1,SKNGCHPN3,25.0
REGION1,SKNGCSPN2,30.0
REGION1,SKNGFCFH1,5.0
REGION1,SKNGGCPH2,25.0
REGION1,SKNGGCPN2,25.0
REGION1,SKNGHPFH1,20.0
REGION1,SKNGHPPH2,20.0
REGION1,SKNGSTPH2,30.0
REGION1,SKNUG2PH3,50.0
REGION1,SKNUG3PN3,60.0
REGION1,SKSODIFH1,25.0
REGION1,SKSOUTPH2,25.0
REGION1,SKWIONPH3,25.0
REGION1,SKWSCHPH2,25.0
REGION1,SKWSSTPH1,30.0
REGION1,UKBFHPFH1,20.0
REGION1,UKBMCCPH1,30.0
REGION1,UKBMCHPH3,25.0
REGION1,UKBMCSPN2,35.0
REGION1,UKBMSTPH3,30.0
REGION1,UKCOCHPH3,25.0
REGION1,UKCOCSPN2,40.0
REGION1,UKCOSTPH1,30.0
REGION1,UKCOSTPH3,30.0
REGION1,UKGOCVPH2,40.0
REGION1,UKHFCCPH2,30.0
REGION1,UKHFCHPH3,25.0
REGION1,UKHFGCPH3,25.0
REGION1,UKHFGCPN3,25.0
REGION1,UKHFHPFH1,20.0
REGION1,UKHFHPPH2,20.0
REGION1,UKHFSTPH2,30.0
REGION1,UKHFSTPH3,30.0
REGION1,UKHYDMPH0,80.0
REGION1,UKHYDMPH1,80.0
REGION1,UKHYDMPH2,80.0
REGION1,UKHYDMPH3,80.0
REGION1,UKHYDSPH2,80.0
REGION1,UKHYDSPH3,80.0
REGION1,UKNGCCPH2,30.0
REGION1,UKNGCHPH3,25.0
REGION1,UKNGCHPN3,25.0
REGION1,UKNGCSPN2,30.0
REGION1,UKNGFCFH1,5.0
REGION1,UKNGGCPH2,25.0
REGION1,UKNGGCPN2,25.0
REGION1,UKNGHPFH1,20.0
REGION1,UKNGHPPH2,20.0
REGION1,UKNGSTPH2,30.0
REGION1,UKNUG2PH3,50.0
REGION1,UKNUG3PN3,60.0
REGION1,UKOCWVPH1,25.0
REGION1,UKSODIFH1,25.0
REGION1,UKSOUTPH2,25.0
REGION1,UKWIOFPH3,25.0
REGION1,UKWIOFPN2,25.0
REGION1,UKWIOFPN3,25.0
REGION1,UKWIONPH3,25.0
REGION1,UKWIONPN3,25.0
REGION1,UKWSCHPH2,25.0
REGION1,UKWSSTPH1,30.0
