REGION,YEAR,VALUE
REGION1,2015,40.324
REGION1,2016,40.78560394874607
REGION1,2017,41.247207897492146
REGION1,2018,41.70881184623822
REGION1,2019,42.17041579498429
REGION1,2020,42.63201974373036
REGION1,2021,42.72450137109238
REGION1,2022,42.8169829984544
REGION1,2023,42.90946462581642
REGION1,2024,43.00194625317843
REGION1,2025,43.09442788054045
REGION1,2026,43.35056177893004
REGION1,2027,43.60669567731963
REGION1,2028,43.86282957570922
REGION1,2029,44.118963474098805
REGION1,2030,44.3750973724884
REGION1,2031,44.601476312509334
REGION1,2032,44.827855252530284
REGION1,2033,45.05423419255122
REGION1,2034,45.280613132572164
REGION1,2035,45.5069920725931
REGION1,2036,45.7502589619584
REGION1,2037,45.99352585132371
REGION1,2038,46.23679274068902
REGION1,2039,46.48005963005433
REGION1,2040,46.72332651941963
REGION1,2041,47.03454730019442
REGION1,2042,47.34576808096921
REGION1,2043,47.656988861744
REGION1,2044,47.96820964251879
REGION1,2045,48.27943042329358
REGION1,2046,48.68273073739838
REGION1,2047,49.086031051503184
REGION1,2048,49.48933136560799
REGION1,2049,49.8926316797128
REGION1,2050,50.29593199381759
REGION1,2051,50.648003517774306
REGION1,2052,51.00253954239872
REGION1,2053,51.35955731919551
REGION1,2054,51.719074220429874
REGION1,2055,52.08110773997288
REGION1,2056,52.44567549415268
REGION1,2057,52.81279522261175
REGION1,2058,53.182484789170026
REGION1,2059,53.55476218269421
REGION1,2060,53.929645517973064
