REGION,YEAR,VALUE
REGION1,2015,59.648
REGION1,2016,60.061252515026894
REGION1,2017,60.47450503005378
REGION1,2018,60.887757545080675
REGION1,2019,61.301010060107565
REGION1,2020,61.71426257513445
REGION1,2021,61.7958752293578
REGION1,2022,61.87748788358114
REGION1,2023,61.959100537804474
REGION1,2024,62.040713192027816
REGION1,2025,62.12232584625116
REGION1,2026,62.42424549193291
REGION1,2027,62.72616513761465
REGION1,2028,63.02808478329641
REGION1,2029,63.33000442897814
REGION1,2030,63.6319240746599
REGION1,2031,64.52636102499207
REGION1,2032,65.42079797532425
REGION1,2033,66.31523492565641
REGION1,2034,67.2096718759886
REGION1,2035,68.10410882632077
REGION1,2036,69.05374046187913
REGION1,2037,70.00337209743749
REGION1,2038,70.95300373299585
REGION1,2039,71.90263536855423
REGION1,2040,72.85226700411259
REGION1,2041,73.5957441316039
REGION1,2042,74.33922125909518
REGION1,2043,75.0826983865865
REGION1,2044,75.82617551407779
REGION1,2045,76.56965264156909
REGION1,2046,77.27350281556465
REGION1,2047,77.97735298956022
REGION1,2048,78.6812031635558
REGION1,2049,79.38505333755137
REGION1,2050,80.08890351154695
REGION1,2051,80.56943693261623
REGION1,2052,81.05285355421192
REGION1,2053,81.53917067553719
REGION1,2054,82.02840569959042
REGION1,2055,82.52057613378797
REGION1,2056,83.0156995905907
REGION1,2057,83.51379378813425
REGION1,2058,84.01487655086305
REGION1,2059,84.51896581016823
REGION1,2060,85.02607960502924
