REGION,YEAR,VALUE
REGION1,2015,17.761
REGION1,2016,17.94541241974762
REGION1,2017,18.12982483949524
REGION1,2018,18.314237259242855
REGION1,2019,18.498649678990475
REGION1,2020,18.683062098738095
REGION1,2021,18.813212441886204
REGION1,2022,18.943362785034306
REGION1,2023,19.073513128182416
REGION1,2024,19.203663471330522
REGION1,2025,19.333813814478628
REGION1,2026,19.399478791233108
REGION1,2027,19.46514376798759
REGION1,2028,19.530808744742075
REGION1,2029,19.596473721496558
REGION1,2030,19.66213869825104
REGION1,2031,19.738813371706875
REGION1,2032,19.81548804516271
REGION1,2033,19.892162718618543
REGION1,2034,19.968837392074377
REGION1,2035,20.045512065530207
REGION1,2036,20.197681802081014
REGION1,2037,20.349851538631825
REGION1,2038,20.502021275182628
REGION1,2039,20.654191011733435
REGION1,2040,20.80636074828424
REGION1,2041,20.95538485720609
REGION1,2042,21.10440896612794
REGION1,2043,21.253433075049788
REGION1,2044,21.402457183971638
REGION1,2045,21.551481292893488
REGION1,2046,21.732354881558532
REGION1,2047,21.913228470223572
REGION1,2048,22.094102058888616
REGION1,2049,22.274975647553656
REGION1,2050,22.455849236218697
REGION1,2051,22.635496030108445
REGION1,2052,22.81657999834931
REGION1,2053,22.999112638336108
REGION1,2054,23.183105539442796
REGION1,2055,23.36857038375834
REGION1,2056,23.555518946828407
REGION1,2057,23.743963098403036
REGION1,2058,23.93391480319026
REGION1,2059,24.12538612161578
REGION1,2060,24.318389210588705
