REGION,YEAR,VALUE
REGION1,2015,9.813
REGION1,2016,9.89602105981351
REGION1,2017,9.97904211962702
REGION1,2018,10.062063179440528
REGION1,2019,10.145084239254036
REGION1,2020,10.228105299067545
REGION1,2021,10.178560473049806
REGION1,2022,10.129015647032068
REGION1,2023,10.07947082101433
REGION1,2024,10.029925994996589
REGION1,2025,9.980381168978848
REGION1,2026,9.92235569706618
REGION1,2027,9.864330225153513
REGION1,2028,9.806304753240845
REGION1,2029,9.748279281328179
REGION1,2030,9.69025380941551
REGION1,2031,9.78175551512395
REGION1,2032,9.873257220832388
REGION1,2033,9.964758926540823
REGION1,2034,10.056260632249261
REGION1,2035,10.1477623379577
REGION1,2036,10.202663361382761
REGION1,2037,10.257564384807825
REGION1,2038,10.312465408232885
REGION1,2039,10.367366431657949
REGION1,2040,10.422267455083011
REGION1,2041,10.455297339094837
REGION1,2042,10.488327223106664
REGION1,2043,10.52135710711849
REGION1,2044,10.554386991130317
REGION1,2045,10.587416875142141
REGION1,2046,10.634283602456218
REGION1,2047,10.681150329770293
REGION1,2048,10.728017057084372
REGION1,2049,10.774883784398448
REGION1,2050,10.821750511712525
REGION1,2051,10.865037513759376
REGION1,2052,10.908497663814414
REGION1,2053,10.952131654469671
REGION1,2054,10.99594018108755
REGION1,2055,11.0399239418119
REGION1,2056,11.084083637579146
REGION1,2057,11.128419972129462
REGION1,2058,11.17293365201798
REGION1,2059,11.217625386626052
REGION1,2060,11.262495888172555
