REGION,YEAR,VALUE
REGION1,2015,1.022
REGION1,2016,1.0348438061041292
REGION1,2017,1.0476876122082586
REGION1,2018,1.060531418312388
REGION1,2019,1.0733752244165173
REGION1,2020,1.0862190305206465
REGION1,2021,1.105668222621185
REGION1,2022,1.1251174147217236
REGION1,2023,1.1445666068222622
REGION1,2024,1.1640157989228008
REGION1,2025,1.1834649910233392
REGION1,2026,1.2095195691202874
REGION1,2027,1.2355741472172352
REGION1,2028,1.2616287253141831
REGION1,2029,1.2876833034111312
REGION1,2030,1.3137378815080794
REGION1,2031,1.3456639138240576
REGION1,2032,1.377589946140036
REGION1,2033,1.4095159784560145
REGION1,2034,1.441442010771993
REGION1,2035,1.4733680430879714
REGION1,2036,1.5056610412926392
REGION1,2037,1.5379540394973075
REGION1,2038,1.5702470377019753
REGION1,2039,1.6025400359066435
REGION1,2040,1.6348330341113113
REGION1,2041,1.6630894075403957
REGION1,2042,1.6913457809694803
REGION1,2043,1.7196021543985647
REGION1,2044,1.7478585278276493
REGION1,2045,1.7761149012567334
REGION1,2046,1.8007016157989237
REGION1,2047,1.825288330341114
REGION1,2048,1.849875044883304
REGION1,2049,1.8744617594254944
REGION1,2050,1.8990484739676847
REGION1,2051,1.9180389587073616
REGION1,2052,1.9372193482944353
REGION1,2053,1.9565915417773796
REGION1,2054,1.9761574571951535
REGION1,2055,1.995919031767105
REGION1,2056,2.015878222084776
REGION1,2057,2.036037004305624
REGION1,2058,2.0563973743486805
REGION1,2059,2.0769613480921674
REGION1,2060,2.097730961573089
