REGION,YEAR,VALUE
REGION1,2015,2.95
REGION1,2016,2.9835990888382686
REGION1,2017,3.0171981776765375
REGION1,2018,3.0507972665148064
REGION1,2019,3.0843963553530753
REGION1,2020,3.1179954441913442
REGION1,2021,3.1170994684889903
REGION1,2022,3.1162034927866364
REGION1,2023,3.1153075170842826
REGION1,2024,3.1144115413819287
REGION1,2025,3.113515565679575
REGION1,2026,3.1238192862566447
REGION1,2027,3.134123006833714
REGION1,2028,3.1444267274107833
REGION1,2029,3.154730447987853
REGION1,2030,3.165034168564922
REGION1,2031,3.191017463933183
REGION1,2032,3.217000759301444
REGION1,2033,3.242984054669705
REGION1,2034,3.2689673500379666
REGION1,2035,3.294950645406228
REGION1,2036,3.3258618071374353
REGION1,2037,3.356772968868642
REGION1,2038,3.3876841305998493
REGION1,2039,3.4185952923310565
REGION1,2040,3.4495064540622633
REGION1,2041,3.494753227031132
REGION1,2042,3.540000000000001
REGION1,2043,3.585246772968869
REGION1,2044,3.6304935459377377
REGION1,2045,3.6757403189066062
REGION1,2046,3.7299468488990137
REGION1,2047,3.78415337889142
REGION1,2048,3.838359908883827
REGION1,2049,3.8925664388762335
REGION1,2050,3.9467729688686406
REGION1,2051,3.9980810174639325
REGION1,2052,4.050056070690963
REGION1,2053,4.102706799609945
REGION1,2054,4.156041988004874
REGION1,2055,4.210070533848937
REGION1,2056,4.264801450788973
REGION1,2057,4.320243869649229
REGION1,2058,4.376407039954668
REGION1,2059,4.433300331474078
REGION1,2060,4.490933235783241
