REGION,YEAR,VALUE
REGION1,2015,1.225
REGION1,2016,1.2461355633802818
REGION1,2017,1.2672711267605634
REGION1,2018,1.288406690140845
REGION1,2019,1.3095422535211267
REGION1,2020,1.3306778169014086
REGION1,2021,1.3470686619718313
REGION1,2022,1.363459507042254
REGION1,2023,1.3798503521126764
REGION1,2024,1.396241197183099
REGION1,2025,1.4126320422535215
REGION1,2026,1.432042253521127
REGION1,2027,1.4514524647887326
REGION1,2028,1.4708626760563381
REGION1,2029,1.4902728873239437
REGION1,2030,1.5096830985915493
REGION1,2031,1.5213292253521125
REGION1,2032,1.5329753521126759
REGION1,2033,1.5446214788732393
REGION1,2034,1.556267605633803
REGION1,2035,1.5679137323943662
REGION1,2036,1.589480633802817
REGION1,2037,1.6110475352112679
REGION1,2038,1.6326144366197184
REGION1,2039,1.6541813380281691
REGION1,2040,1.67574823943662
REGION1,2041,1.6938644366197184
REGION1,2042,1.7119806338028172
REGION1,2043,1.7300968309859155
REGION1,2044,1.7482130281690142
REGION1,2045,1.766329225352113
REGION1,2046,1.7801320422535218
REGION1,2047,1.79393485915493
REGION1,2048,1.8077376760563388
REGION1,2049,1.821540492957747
REGION1,2050,1.8353433098591556
REGION1,2051,1.8408493397887329
REGION1,2052,1.8463718878080988
REGION1,2053,1.851911003471523
REGION1,2054,1.8574667364819373
REGION1,2055,1.863039136691383
REGION1,2056,1.868628254101457
REGION1,2057,1.8742341388637611
REGION1,2058,1.8798568412803522
REGION1,2059,1.885496411804193
REGION1,2060,1.8911529010396053
