REGION,EMISSION,YEAR,VALUE
REGION1,BEHO,2025,1.34
REGION1,BEHO,2026,1.48
REGION1,BEHO,2027,1.62
REGION1,BEHO,2028,1.77
REGION1,BEHO,2029,1.91
REGION1,BEHO,2030,2.05
REGION1,BEHO,2031,2.06
REGION1,BEHO,2032,2.07
REGION1,BEHO,2033,2.08
REGION1,BEHO,2034,2.09
REGION1,BEHO,2035,2.09
REGION1,BEHO,2036,2.1
REGION1,BEHO,2037,2.11
REGION1,BEHO,2038,2.12
REGION1,BEHO,2039,2.13
REGION1,BEHO,2040,2.14
REGION1,BEHO,2041,2.14
REGION1,BEHO,2042,2.15
REGION1,BEHO,2043,2.16
REGION1,BEHO,2044,2.17
REGION1,BEHO,2045,2.18
REGION1,BEHO,2046,2.19
REGION1,BEHO,2047,2.21
REGION1,BEHO,2048,2.23
REGION1,BEHO,2049,2.24
REGION1,BEHO,2050,2.26
REGION1,BEHO,2051,2.27
REGION1,BEHO,2052,2.28
REGION1,BEHO,2053,2.29
REGION1,BEHO,2054,2.31
REGION1,BEHO,2055,2.32
REGION1,BEHO,2056,2.33
REGION1,BEHO,2057,2.34
REGION1,BEHO,2058,2.35
REGION1,BEHO,2059,2.36
REGION1,BEHO,2060,2.38
REGION1,BEWI,2015,3.3
REGION1,BEWI,2016,3.3
REGION1,BEWI,2017,3.3
REGION1,BEWI,2018,3.3
REGION1,BEWI,2019,3.3
REGION1,BEWI,2020,3.3
REGION1,BEWI,2021,3.3
REGION1,BEWI,2022,3.3
REGION1,BEWI,2023,3.6
REGION1,BEWI,2024,3.9
REGION1,BEWI,2025,4.2
REGION1,BEWI,2026,4.5
REGION1,BEWI,2027,4.8
REGION1,BEWI,2028,5
REGION1,BEWI,2029,5.3
REGION1,BEWI,2030,5.6
REGION1,BEWI,2031,5.9
REGION1,BEWI,2032,6.2
REGION1,BEWI,2033,6.5
REGION1,BEWI,2034,6.8
REGION1,BEWI,2035,7.1
REGION1,BEWI,2036,7.4
REGION1,BEWI,2037,7.7
REGION1,BEWI,2038,8
REGION1,BEWI,2039,8.3
REGION1,BEWI,2040,8.6
REGION1,BEWI,2041,8.9
REGION1,BEWI,2042,9.2
REGION1,BEWI,2043,9.5
REGION1,BEWI,2044,9.8
REGION1,BEWI,2045,10.1
REGION1,BEWI,2046,10.4
REGION1,BEWI,2047,10.6
REGION1,BEWI,2048,10.9
REGION1,BEWI,2049,11.2
REGION1,BEWI,2050,11.5
REGION1,BEWI,2051,11.5
REGION1,BEWI,2052,11.5
REGION1,BEWI,2053,11.5
REGION1,BEWI,2054,11.5
REGION1,BEWI,2055,11.5
REGION1,BEWI,2056,11.5
REGION1,BEWI,2057,11.5
REGION1,BEWI,2058,11.5
REGION1,BEWI,2059,11.5
REGION1,BEWI,2060,11.5
REGION1,BGHO,2015,14.61
REGION1,BGHO,2016,14.8
REGION1,BGHO,2017,15
REGION1,BGHO,2018,15.19
REGION1,BGHO,2019,15.38
REGION1,BGHO,2020,15.57
REGION1,BGHO,2021,15.51
REGION1,BGHO,2022,15.44
REGION1,BGHO,2023,15.37
REGION1,BGHO,2024,15.31
REGION1,BGHO,2025,15.24
REGION1,BGHO,2026,15.23
REGION1,BGHO,2027,15.22
REGION1,BGHO,2028,15.21
REGION1,BGHO,2029,15.21
REGION1,BGHO,2030,15.2
REGION1,BGHO,2031,15.2
REGION1,BGHO,2032,15.2
REGION1,BGHO,2033,15.2
REGION1,BGHO,2034,15.2
REGION1,BGHO,2035,15.2
REGION1,BGHO,2036,15.2
REGION1,BGHO,2037,15.2
REGION1,BGHO,2038,15.2
REGION1,BGHO,2039,15.2
REGION1,BGHO,2040,15.2
REGION1,BGHO,2041,15.2
REGION1,BGHO,2042,15.2
REGION1,BGHO,2043,15.2
REGION1,BGHO,2044,15.2
REGION1,BGHO,2045,15.2
REGION1,BGHO,2046,15.21
REGION1,BGHO,2047,15.21
REGION1,BGHO,2048,15.22
REGION1,BGHO,2049,15.23
REGION1,BGHO,2050,15.24
REGION1,BGHO,2051,15.24
REGION1,BGHO,2052,15.24
REGION1,BGHO,2053,15.24
REGION1,BGHO,2054,15.24
REGION1,BGHO,2055,15.24
REGION1,BGHO,2056,15.24
REGION1,BGHO,2057,15.24
REGION1,BGHO,2058,15.24
REGION1,BGHO,2059,15.24
REGION1,BGHO,2060,15.24
REGION1,BGSO,2015,5
REGION1,BGSO,2016,5
REGION1,BGSO,2017,5.1
REGION1,BGSO,2018,4.8
REGION1,BGSO,2019,5.1
REGION1,BGSO,2020,5.3
REGION1,BGSO,2021,5.3
REGION1,BGSO,2022,6.6
REGION1,BGSO,2023,8.2
REGION1,BGSO,2024,9.6
REGION1,BGSO,2025,11
REGION1,BGSO,2026,12.4
REGION1,BGSO,2027,13.6
REGION1,BGSO,2028,14.8
REGION1,BGSO,2029,15.9
REGION1,BGSO,2030,16.9
REGION1,BGSO,2031,18.4
REGION1,BGSO,2032,19.8
REGION1,BGSO,2033,21.2
REGION1,BGSO,2034,22.6
REGION1,BGSO,2035,24
REGION1,BGSO,2036,25.5
REGION1,BGSO,2037,26.9
REGION1,BGSO,2038,28.3
REGION1,BGSO,2039,29.7
REGION1,BGSO,2040,31.2
REGION1,BGSO,2041,32.6
REGION1,BGSO,2042,33.9
REGION1,BGSO,2043,35.3
REGION1,BGSO,2044,36.7
REGION1,BGSO,2045,38
REGION1,BGSO,2046,39.4
REGION1,BGSO,2047,40.7
REGION1,BGSO,2048,42.1
REGION1,BGSO,2049,43.4
REGION1,BGSO,2050,44.8
REGION1,BGSO,2051,44.8
REGION1,BGSO,2052,44.8
REGION1,BGSO,2053,44.8
REGION1,BGSO,2054,44.8
REGION1,BGSO,2055,44.8
REGION1,BGSO,2056,44.8
REGION1,BGSO,2057,44.8
REGION1,BGSO,2058,44.8
REGION1,BGSO,2059,44.8
REGION1,BGSO,2060,44.8
REGION1,BGWI,2015,19.5
REGION1,BGWI,2016,19.5
REGION1,BGWI,2017,19.5
REGION1,BGWI,2018,19.5
REGION1,BGWI,2019,19.5
REGION1,BGWI,2020,19.5
REGION1,BGWI,2021,19.5
REGION1,BGWI,2022,19.5
REGION1,BGWI,2023,21.2
REGION1,BGWI,2024,23
REGION1,BGWI,2025,24.8
REGION1,BGWI,2026,26.5
REGION1,BGWI,2027,28.2
REGION1,BGWI,2028,30
REGION1,BGWI,2029,31.7
REGION1,BGWI,2030,33.5
REGION1,BGWI,2031,35.3
REGION1,BGWI,2032,37
REGION1,BGWI,2033,38.8
REGION1,BGWI,2034,40.5
REGION1,BGWI,2035,42.3
REGION1,BGWI,2036,44
REGION1,BGWI,2037,45.8
REGION1,BGWI,2038,47.5
REGION1,BGWI,2039,49.3
REGION1,BGWI,2040,51
REGION1,BGWI,2041,52.8
REGION1,BGWI,2042,54.5
REGION1,BGWI,2043,56.3
REGION1,BGWI,2044,58
REGION1,BGWI,2045,59.8
REGION1,BGWI,2046,61.5
REGION1,BGWI,2047,63.3
REGION1,BGWI,2048,65
REGION1,BGWI,2049,66.8
REGION1,BGWI,2050,68.5
REGION1,BGWI,2051,68.5
REGION1,BGWI,2052,68.5
REGION1,BGWI,2053,68.5
REGION1,BGWI,2054,68.5
REGION1,BGWI,2055,68.5
REGION1,BGWI,2056,68.5
REGION1,BGWI,2057,68.5
REGION1,BGWI,2058,68.5
REGION1,BGWI,2059,68.5
REGION1,BGWI,2060,68.5
REGION1,CHHY,2015,133.2
REGION1,CHHY,2016,133.56
REGION1,CHHY,2017,133.92
REGION1,CHHY,2018,134.28
REGION1,CHHY,2019,134.64
REGION1,CHHY,2020,135
REGION1,CHHY,2021,135.54
REGION1,CHHY,2022,136.08
REGION1,CHHY,2023,136.62
REGION1,CHHY,2024,137.16
REGION1,CHHY,2025,137.7
REGION1,CHHY,2026,138.24
REGION1,CHHY,2027,138.78
REGION1,CHHY,2028,139.32
REGION1,CHHY,2029,139.86
REGION1,CHHY,2030,140.4
REGION1,CHHY,2031,140.94
REGION1,CHHY,2032,141.48
REGION1,CHHY,2033,142.02
REGION1,CHHY,2034,142.56
REGION1,CHHY,2035,143.1
REGION1,CHHY,2036,143.64
REGION1,CHHY,2037,144.18
REGION1,CHHY,2038,144.72
REGION1,CHHY,2039,145.26
REGION1,CHHY,2040,145.8
REGION1,CHHY,2041,146.52
REGION1,CHHY,2042,147.24
REGION1,CHHY,2043,147.96
REGION1,CHHY,2044,148.68
REGION1,CHHY,2045,149.4
REGION1,CHHY,2046,150.12
REGION1,CHHY,2047,150.84
REGION1,CHHY,2048,151.56
REGION1,CHHY,2049,152.28
REGION1,CHHY,2050,153
REGION1,CHHY,2051,153
REGION1,CHHY,2052,153
REGION1,CHHY,2053,153
REGION1,CHHY,2054,153
REGION1,CHHY,2055,153
REGION1,CHHY,2056,153
REGION1,CHHY,2057,153
REGION1,CHHY,2058,153
REGION1,CHHY,2059,153
REGION1,CHHY,2060,153
REGION1,CHSO,2015,4
REGION1,CHSO,2016,4.8
REGION1,CHSO,2017,6.1
REGION1,CHSO,2018,7
REGION1,CHSO,2019,7.8
REGION1,CHSO,2020,9.4
REGION1,CHSO,2021,10.2
REGION1,CHSO,2022,12.7
REGION1,CHSO,2023,15.8
REGION1,CHSO,2024,18.6
REGION1,CHSO,2025,21.4
REGION1,CHSO,2026,24
REGION1,CHSO,2027,26.4
REGION1,CHSO,2028,28.7
REGION1,CHSO,2029,30.8
REGION1,CHSO,2030,32.7
REGION1,CHSO,2031,35.5
REGION1,CHSO,2032,38.3
REGION1,CHSO,2033,41.1
REGION1,CHSO,2034,43.8
REGION1,CHSO,2035,46.6
REGION1,CHSO,2036,49.3
REGION1,CHSO,2037,52.1
REGION1,CHSO,2038,54.8
REGION1,CHSO,2039,57.6
REGION1,CHSO,2040,60.3
REGION1,CHSO,2041,63
REGION1,CHSO,2042,65.7
REGION1,CHSO,2043,68.4
REGION1,CHSO,2044,71
REGION1,CHSO,2045,73.7
REGION1,CHSO,2046,76.3
REGION1,CHSO,2047,78.9
REGION1,CHSO,2048,81.5
REGION1,CHSO,2049,84.2
REGION1,CHSO,2050,86.8
REGION1,CHSO,2051,86.8
REGION1,CHSO,2052,86.8
REGION1,CHSO,2053,86.8
REGION1,CHSO,2054,86.8
REGION1,CHSO,2055,86.8
REGION1,CHSO,2056,86.8
REGION1,CHSO,2057,86.8
REGION1,CHSO,2058,86.8
REGION1,CHSO,2059,86.8
REGION1,CHSO,2060,86.8
REGION1,CHWI,2015,0
REGION1,CHWI,2016,0
REGION1,CHWI,2017,0
REGION1,CHWI,2018,0
REGION1,CHWI,2019,0
REGION1,CHWI,2020,0.1
REGION1,CHWI,2021,0.1
REGION1,CHWI,2022,0.1
REGION1,CHWI,2023,0.1
REGION1,CHWI,2024,0.1
REGION1,CHWI,2025,0.1
REGION1,CHWI,2026,0.2
REGION1,CHWI,2027,0.2
REGION1,CHWI,2028,0.2
REGION1,CHWI,2029,0.3
REGION1,CHWI,2030,0.3
REGION1,CHWI,2031,0.3
REGION1,CHWI,2032,0.4
REGION1,CHWI,2033,0.4
REGION1,CHWI,2034,0.4
REGION1,CHWI,2035,0.5
REGION1,CHWI,2036,0.5
REGION1,CHWI,2037,0.6
REGION1,CHWI,2038,0.7
REGION1,CHWI,2039,0.8
REGION1,CHWI,2040,0.8
REGION1,CHWI,2041,0.9
REGION1,CHWI,2042,1
REGION1,CHWI,2043,1.1
REGION1,CHWI,2044,1.2
REGION1,CHWI,2045,1.3
REGION1,CHWI,2046,1.4
REGION1,CHWI,2047,1.5
REGION1,CHWI,2048,1.6
REGION1,CHWI,2049,1.7
REGION1,CHWI,2050,1.8
REGION1,CHWI,2051,1.9
REGION1,CHWI,2052,1.9
REGION1,CHWI,2053,1.9
REGION1,CHWI,2054,2
REGION1,CHWI,2055,2
REGION1,CHWI,2056,2.1
REGION1,CHWI,2057,2.1
REGION1,CHWI,2058,2.1
REGION1,CHWI,2059,2.2
REGION1,CHWI,2060,2.2
REGION1,CO2,2015,873998.46
REGION1,CO2,2016,848768.34
REGION1,CO2,2017,823955.42
REGION1,CO2,2018,799553.88
REGION1,CO2,2019,775557.97
REGION1,CO2,2020,751962.03
REGION1,CO2,2021,724614.64
REGION1,CO2,2022,697739.01
REGION1,CO2,2023,671328.43
REGION1,CO2,2024,645376.29
REGION1,CYSO,2015,0.5
REGION1,CYSO,2016,0.5
REGION1,CYSO,2017,0.6
REGION1,CYSO,2018,0.7
REGION1,CYSO,2019,0.8
REGION1,CYSO,2020,1.1
REGION1,CYSO,2021,1.7
REGION1,CYSO,2022,2.1
REGION1,CYSO,2023,2.6
REGION1,CYSO,2024,3.1
REGION1,CYSO,2025,3.5
REGION1,CYSO,2026,3.9
REGION1,CYSO,2027,4.3
REGION1,CYSO,2028,4.8
REGION1,CYSO,2029,5.1
REGION1,CYSO,2030,5.4
REGION1,CYSO,2031,5.9
REGION1,CYSO,2032,6.3
REGION1,CYSO,2033,6.8
REGION1,CYSO,2034,7.2
REGION1,CYSO,2035,7.7
REGION1,CYSO,2036,8.1
REGION1,CYSO,2037,8.6
REGION1,CYSO,2038,9
REGION1,CYSO,2039,9.5
REGION1,CYSO,2040,10
REGION1,CYSO,2041,10.4
REGION1,CYSO,2042,10.8
REGION1,CYSO,2043,11.3
REGION1,CYSO,2044,11.7
REGION1,CYSO,2045,12.1
REGION1,CYSO,2046,12.6
REGION1,CYSO,2047,13
REGION1,CYSO,2048,13.4
REGION1,CYSO,2049,13.9
REGION1,CYSO,2050,14.3
REGION1,CYSO,2051,14.3
REGION1,CYSO,2052,14.3
REGION1,CYSO,2053,14.3
REGION1,CYSO,2054,14.3
REGION1,CYSO,2055,14.3
REGION1,CYSO,2056,14.3
REGION1,CYSO,2057,14.3
REGION1,CYSO,2058,14.3
REGION1,CYSO,2059,14.3
REGION1,CYSO,2060,14.3
REGION1,CYWI,2015,0
REGION1,CYWI,2016,0.1
REGION1,CYWI,2017,0.1
REGION1,CYWI,2018,0.1
REGION1,CYWI,2019,0.1
REGION1,CYWI,2020,0.1
REGION1,CYWI,2021,0.1
REGION1,CYWI,2022,0.1
REGION1,CYWI,2023,0.1
REGION1,CYWI,2024,0.1
REGION1,CYWI,2025,0.1
REGION1,CYWI,2026,0.1
REGION1,CYWI,2027,0.1
REGION1,CYWI,2028,0.1
REGION1,CYWI,2029,0.1
REGION1,CYWI,2030,0.1
REGION1,CYWI,2031,0.2
REGION1,CYWI,2032,0.2
REGION1,CYWI,2033,0.2
REGION1,CYWI,2034,0.2
REGION1,CYWI,2035,0.2
REGION1,CYWI,2036,0.2
REGION1,CYWI,2037,0.2
REGION1,CYWI,2038,0.2
REGION1,CYWI,2039,0.2
REGION1,CYWI,2040,0.2
REGION1,CYWI,2041,0.2
REGION1,CYWI,2042,0.2
REGION1,CYWI,2043,0.3
REGION1,CYWI,2044,0.3
REGION1,CYWI,2045,0.3
REGION1,CYWI,2046,0.3
REGION1,CYWI,2047,0.4
REGION1,CYWI,2048,0.5
REGION1,CYWI,2049,0.5
REGION1,CYWI,2050,0.6
REGION1,CYWI,2051,0.6
REGION1,CYWI,2052,0.6
REGION1,CYWI,2053,0.6
REGION1,CYWI,2054,0.6
REGION1,CYWI,2055,0.6
REGION1,CYWI,2056,0.6
REGION1,CYWI,2057,0.6
REGION1,CYWI,2058,0.6
REGION1,CYWI,2059,0.6
REGION1,CYWI,2060,0.6
REGION1,CZHO,2015,8.71
REGION1,CZHO,2016,8.79
REGION1,CZHO,2017,8.88
REGION1,CZHO,2018,8.96
REGION1,CZHO,2019,9.04
REGION1,CZHO,2020,9.13
REGION1,CZHO,2021,9.09
REGION1,CZHO,2022,9.04
REGION1,CZHO,2023,9
REGION1,CZHO,2024,8.96
REGION1,CZHO,2025,8.92
REGION1,CZHO,2026,8.98
REGION1,CZHO,2027,9.04
REGION1,CZHO,2028,9.09
REGION1,CZHO,2029,9.15
REGION1,CZHO,2030,9.21
REGION1,CZHO,2031,9.33
REGION1,CZHO,2032,9.45
REGION1,CZHO,2033,9.56
REGION1,CZHO,2034,9.68
REGION1,CZHO,2035,9.8
REGION1,CZHO,2036,9.96
REGION1,CZHO,2037,10.12
REGION1,CZHO,2038,10.27
REGION1,CZHO,2039,10.43
REGION1,CZHO,2040,10.59
REGION1,CZHO,2041,10.96
REGION1,CZHO,2042,11.33
REGION1,CZHO,2043,11.7
REGION1,CZHO,2044,12.07
REGION1,CZHO,2045,12.43
REGION1,CZHO,2046,12.74
REGION1,CZHO,2047,13.04
REGION1,CZHO,2048,13.34
REGION1,CZHO,2049,13.64
REGION1,CZHO,2050,13.94
REGION1,CZHO,2051,14.22
REGION1,CZHO,2052,14.51
REGION1,CZHO,2053,14.8
REGION1,CZHO,2054,15.09
REGION1,CZHO,2055,15.39
REGION1,CZHO,2056,15.55
REGION1,CZHO,2057,15.7
REGION1,CZHO,2058,15.86
REGION1,CZHO,2059,16.02
REGION1,CZHO,2060,16.18
REGION1,CZSO,2015,8.1
REGION1,CZSO,2016,7.7
REGION1,CZSO,2017,7.9
REGION1,CZSO,2018,8.5
REGION1,CZSO,2019,8.4
REGION1,CZSO,2020,8.4
REGION1,CZSO,2021,8.3
REGION1,CZSO,2022,10.4
REGION1,CZSO,2023,12.9
REGION1,CZSO,2024,15.2
REGION1,CZSO,2025,17.4
REGION1,CZSO,2026,19.5
REGION1,CZSO,2027,21.5
REGION1,CZSO,2028,23.3
REGION1,CZSO,2029,25.1
REGION1,CZSO,2030,26.7
REGION1,CZSO,2031,29
REGION1,CZSO,2032,31.2
REGION1,CZSO,2033,33.5
REGION1,CZSO,2034,35.7
REGION1,CZSO,2035,37.9
REGION1,CZSO,2036,40.3
REGION1,CZSO,2037,42.5
REGION1,CZSO,2038,44.7
REGION1,CZSO,2039,46.9
REGION1,CZSO,2040,49.2
REGION1,CZSO,2041,51.4
REGION1,CZSO,2042,53.5
REGION1,CZSO,2043,55.7
REGION1,CZSO,2044,57.9
REGION1,CZSO,2045,60
REGION1,CZSO,2046,62.2
REGION1,CZSO,2047,64.3
REGION1,CZSO,2048,66.4
REGION1,CZSO,2049,68.6
REGION1,CZSO,2050,70.7
REGION1,CZSO,2051,70.7
REGION1,CZSO,2052,70.7
REGION1,CZSO,2053,70.7
REGION1,CZSO,2054,70.7
REGION1,CZSO,2055,70.7
REGION1,CZSO,2056,70.7
REGION1,CZSO,2057,70.7
REGION1,CZSO,2058,70.7
REGION1,CZSO,2059,70.7
REGION1,CZSO,2060,70.7
REGION1,CZWI,2015,30.4
REGION1,CZWI,2016,30.4
REGION1,CZWI,2017,30.4
REGION1,CZWI,2018,30.4
REGION1,CZWI,2019,30.4
REGION1,CZWI,2020,30.4
REGION1,CZWI,2021,30.4
REGION1,CZWI,2022,30.4
REGION1,CZWI,2023,33.2
REGION1,CZWI,2024,35.9
REGION1,CZWI,2025,38.6
REGION1,CZWI,2026,41.4
REGION1,CZWI,2027,44.1
REGION1,CZWI,2028,46.8
REGION1,CZWI,2029,49.6
REGION1,CZWI,2030,52.3
REGION1,CZWI,2031,55
REGION1,CZWI,2032,57.8
REGION1,CZWI,2033,60.5
REGION1,CZWI,2034,63.2
REGION1,CZWI,2035,66
REGION1,CZWI,2036,68.7
REGION1,CZWI,2037,71.5
REGION1,CZWI,2038,74.2
REGION1,CZWI,2039,76.9
REGION1,CZWI,2040,79.7
REGION1,CZWI,2041,82.4
REGION1,CZWI,2042,85.1
REGION1,CZWI,2043,87.9
REGION1,CZWI,2044,90.6
REGION1,CZWI,2045,93.3
REGION1,CZWI,2046,96
REGION1,CZWI,2047,98.8
REGION1,CZWI,2048,101.5
REGION1,CZWI,2049,104.2
REGION1,CZWI,2050,107
REGION1,CZWI,2051,107
REGION1,CZWI,2052,107
REGION1,CZWI,2053,107
REGION1,CZWI,2054,107
REGION1,CZWI,2055,107
REGION1,CZWI,2056,107
REGION1,CZWI,2057,107
REGION1,CZWI,2058,107
REGION1,CZWI,2059,107
REGION1,CZWI,2060,106.9
REGION1,DEHO,2015,80.6
REGION1,DEHO,2016,80.68
REGION1,DEHO,2017,80.76
REGION1,DEHO,2018,80.85
REGION1,DEHO,2019,80.93
REGION1,DEHO,2020,81.01
REGION1,DEHO,2021,81.38
REGION1,DEHO,2022,81.75
REGION1,DEHO,2023,82.12
REGION1,DEHO,2024,82.49
REGION1,DEHO,2025,82.86
REGION1,DEHO,2026,83.43
REGION1,DEHO,2027,84.01
REGION1,DEHO,2028,84.59
REGION1,DEHO,2029,85.17
REGION1,DEHO,2030,85.75
REGION1,DEHO,2031,87.14
REGION1,DEHO,2032,88.53
REGION1,DEHO,2033,89.92
REGION1,DEHO,2034,91.31
REGION1,DEHO,2035,92.7
REGION1,DEHO,2036,93.87
REGION1,DEHO,2037,95.04
REGION1,DEHO,2038,96.21
REGION1,DEHO,2039,97.38
REGION1,DEHO,2040,98.56
REGION1,DEHO,2041,100
REGION1,DEHO,2042,101.44
REGION1,DEHO,2043,102.88
REGION1,DEHO,2044,104.32
REGION1,DEHO,2045,105.76
REGION1,DEHO,2046,106.69
REGION1,DEHO,2047,107.62
REGION1,DEHO,2048,108.55
REGION1,DEHO,2049,109.48
REGION1,DEHO,2050,110.41
REGION1,DEHO,2051,110.96
REGION1,DEHO,2052,111.51
REGION1,DEHO,2053,112.07
REGION1,DEHO,2054,112.63
REGION1,DEHO,2055,113.19
REGION1,DEHO,2056,113.76
REGION1,DEHO,2057,114.33
REGION1,DEHO,2058,114.9
REGION1,DEHO,2059,115.47
REGION1,DEHO,2060,116.05
REGION1,DESO,2015,139.4
REGION1,DESO,2016,137.2
REGION1,DESO,2017,141.8
REGION1,DESO,2018,156.5
REGION1,DESO,2019,159.8
REGION1,DESO,2020,178.2
REGION1,DESO,2021,177.6
REGION1,DESO,2022,221.6
REGION1,DESO,2023,274.3
REGION1,DESO,2024,324.2
REGION1,DESO,2025,371.6
REGION1,DESO,2026,416.3
REGION1,DESO,2027,458.3
REGION1,DESO,2028,497.9
REGION1,DESO,2029,534.7
REGION1,DESO,2030,568.9
REGION1,DESO,2031,616.9
REGION1,DESO,2032,665
REGION1,DESO,2033,713
REGION1,DESO,2034,761
REGION1,DESO,2035,808.9
REGION1,DESO,2036,856.8
REGION1,DESO,2037,904.6
REGION1,DESO,2038,952.4
REGION1,DESO,2039,1000.2
REGION1,DESO,2040,1047.9
REGION1,DESO,2041,1094.4
REGION1,DESO,2042,1140.7
REGION1,DESO,2043,1186.9
REGION1,DESO,2044,1233
REGION1,DESO,2045,1278.9
REGION1,DESO,2046,1324.7
REGION1,DESO,2047,1370.3
REGION1,DESO,2048,1415.8
REGION1,DESO,2049,1461.1
REGION1,DESO,2050,1506.4
REGION1,DESO,2051,1506.4
REGION1,DESO,2052,1506.4
REGION1,DESO,2053,1506.4
REGION1,DESO,2054,1506.4
REGION1,DESO,2055,1506.4
