REGION,EMISSION,YEAR,VALUE
REGION1,ATHY,2015,147.67
REGION1,ATHY,2016,149.26
REGION1,ATHY,2017,150.85
REGION1,ATHY,2018,152.44
REGION1,ATHY,2019,154.03
REGION1,ATHY,2020,155.62
REGION1,ATHY,2021,156.57
REGION1,ATHY,2022,157.52
REGION1,ATHY,2023,158.46
REGION1,ATHY,2024,159.41
REGION1,ATHY,2025,160.35
REGION1,ATHY,2026,160.37
REGION1,ATHY,2027,160.39
REGION1,ATHY,2028,160.4
REGION1,ATHY,2029,160.42
REGION1,ATHY,2030,160.44
REGION1,ATHY,2031,160.72
REGION1,ATHY,2032,161.01
REGION1,ATHY,2033,161.29
REGION1,ATHY,2034,161.58
REGION1,ATHY,2035,161.86
REGION1,ATHY,2036,161.96
REGION1,ATHY,2037,162.06
REGION1,ATHY,2038,162.16
REGION1,ATHY,2039,162.26
REGION1,ATHY,2040,162.36
REGION1,ATHY,2041,162.37
REGION1,ATHY,2042,162.38
REGION1,ATHY,2043,162.39
REGION1,ATHY,2044,162.4
REGION1,ATHY,2045,162.41
REGION1,ATHY,2046,162.89
REGION1,ATHY,2047,163.38
REGION1,ATHY,2048,163.86
REGION1,ATHY,2049,164.35
REGION1,ATHY,2050,164.83
REGION1,ATHY,2051,165
REGION1,ATHY,2052,165.16
REGION1,ATHY,2053,165.33
REGION1,ATHY,2054,165.49
REGION1,ATHY,2055,165.66
REGION1,ATHY,2056,165.83
REGION1,ATHY,2057,165.99
REGION1,ATHY,2058,166.16
REGION1,ATHY,2059,166.32
REGION1,ATHY,2060,166.49
REGION1,ATSO,2015,3.4
REGION1,ATSO,2016,3.9
REGION1,ATSO,2017,4.6
REGION1,ATSO,2018,5.2
REGION1,ATSO,2019,6.1
REGION1,ATSO,2020,7.4
REGION1,ATSO,2021,10
REGION1,ATSO,2022,12.5
REGION1,ATSO,2023,15.5
REGION1,ATSO,2024,18.3
REGION1,ATSO,2025,21
REGION1,ATSO,2026,23.5
REGION1,ATSO,2027,25.9
REGION1,ATSO,2028,28.1
REGION1,ATSO,2029,30.2
REGION1,ATSO,2030,32.1
REGION1,ATSO,2031,34.8
REGION1,ATSO,2032,37.5
REGION1,ATSO,2033,40.2
REGION1,ATSO,2034,42.9
REGION1,ATSO,2035,45.6
REGION1,ATSO,2036,48.4
REGION1,ATSO,2037,51
REGION1,ATSO,2038,53.7
REGION1,ATSO,2039,56.4
REGION1,ATSO,2040,59.1
REGION1,ATSO,2041,61.8
REGION1,ATSO,2042,64.4
REGION1,ATSO,2043,66.9
REGION1,ATSO,2044,69.5
REGION1,ATSO,2045,72.2
REGION1,ATSO,2046,74.7
REGION1,ATSO,2047,77.3
REGION1,ATSO,2048,79.8
REGION1,ATSO,2049,82.4
REGION1,ATSO,2050,85
REGION1,ATSO,2051,85
REGION1,ATSO,2052,85
REGION1,ATSO,2053,85
REGION1,ATSO,2054,85
REGION1,ATSO,2055,85
REGION1,ATSO,2056,85
REGION1,ATSO,2057,85
REGION1,ATSO,2058,85
REGION1,ATSO,2059,85
REGION1,ATSO,2060,85
REGION1,ATWI,2015,4.6
REGION1,ATWI,2016,4.6
REGION1,ATWI,2017,4.6
REGION1,ATWI,2018,4.6
REGION1,ATWI,2019,4.6
REGION1,ATWI,2020,4.6
REGION1,ATWI,2021,4.6
REGION1,ATWI,2022,4.6
REGION1,ATWI,2023,5
REGION1,ATWI,2024,5.4
REGION1,ATWI,2025,5.8
REGION1,ATWI,2026,6.2
REGION1,ATWI,2027,6.6
REGION1,ATWI,2028,7
REGION1,ATWI,2029,7.4
REGION1,ATWI,2030,7.8
REGION1,ATWI,2031,8.2
REGION1,ATWI,2032,8.6
REGION1,ATWI,2033,9.1
REGION1,ATWI,2034,9.5
REGION1,ATWI,2035,9.9
REGION1,ATWI,2036,10.3
REGION1,ATWI,2037,10.7
REGION1,ATWI,2038,11.1
REGION1,ATWI,2039,11.5
REGION1,ATWI,2040,11.9
REGION1,ATWI,2041,12.3
REGION1,ATWI,2042,12.7
REGION1,ATWI,2043,13.2
REGION1,ATWI,2044,13.6
REGION1,ATWI,2045,14
REGION1,ATWI,2046,14.4
REGION1,ATWI,2047,14.8
REGION1,ATWI,2048,15.2
REGION1,ATWI,2049,15.6
REGION1,ATWI,2050,16
REGION1,ATWI,2051,16
REGION1,ATWI,2052,16
REGION1,ATWI,2053,16
REGION1,ATWI,2054,16
REGION1,ATWI,2055,16
REGION1,ATWI,2056,16
REGION1,ATWI,2057,16
REGION1,ATWI,2058,16
REGION1,ATWI,2059,16
REGION1,ATWI,2060,16
REGION1,BEHO,2015,1.3
REGION1,BEHO,2016,1.31
REGION1,BEHO,2017,1.31
REGION1,BEHO,2018,1.32
REGION1,BEHO,2019,1.33
REGION1,BEHO,2020,1.34
REGION1,BEHO,2021,1.34
REGION1,BEHO,2022,1.34
REGION1,BEHO,2023,1.34
REGION1,BEHO,2024,1.34
