REGION,YEAR,VALUE
REGION1,2015,13.129
REGION1,2016,13.200310649793831
REGION1,2017,13.271621299587657
REGION1,2018,13.342931949381487
REGION1,2019,13.414242599175314
REGION1,2020,13.485553248969143
REGION1,2021,13.530729105644815
REGION1,2022,13.575904962320484
REGION1,2023,13.621080818996159
REGION1,2024,13.66625667567183
REGION1,2025,13.711432532347501
REGION1,2026,13.82567891369259
REGION1,2027,13.939925295037675
REGION1,2028,14.054171676382765
REGION1,2029,14.168418057727852
REGION1,2030,14.282664439072938
REGION1,2031,14.3760029859235
REGION1,2032,14.46934153277406
REGION1,2033,14.562680079624624
REGION1,2034,14.656018626475184
REGION1,2035,14.749357173325748
REGION1,2036,14.922220162092987
REGION1,2037,15.095083150860226
REGION1,2038,15.267946139627467
REGION1,2039,15.440809128394704
REGION1,2040,15.613672117161943
REGION1,2041,15.794375543864632
REGION1,2042,15.975078970567319
REGION1,2043,16.15578239727001
REGION1,2044,16.336485823972694
REGION1,2045,16.517189250675383
REGION1,2046,16.685198635006394
REGION1,2047,16.853208019337405
REGION1,2048,17.021217403668416
REGION1,2049,17.18922678799943
REGION1,2050,17.357236172330442
REGION1,2051,17.478736825536753
REGION1,2052,17.60108798331551
REGION1,2053,17.724295599198715
REGION1,2054,17.848365668393104
REGION1,2055,17.973304228071854
REGION1,2056,18.099117357668355
REGION1,2057,18.22581117917203
REGION1,2058,18.35339185742623
REGION1,2059,18.481865600428215
REGION1,2060,18.61123865963121
