REGION,YEAR,VALUE
REGION1,2015,8.488
REGION1,2016,8.660848221558512
REGION1,2017,8.833696443117026
REGION1,2018,9.006544664675536
REGION1,2019,9.17939288623405
REGION1,2020,9.352241107792562
REGION1,2021,9.432903611186534
REGION1,2022,9.513566114580506
REGION1,2023,9.59422861797448
REGION1,2024,9.674891121368452
REGION1,2025,9.755553624762426
REGION1,2026,9.828841270703235
REGION1,2027,9.902128916644045
REGION1,2028,9.975416562584854
REGION1,2029,10.048704208525663
REGION1,2030,10.121991854466474
REGION1,2031,10.210490143904432
REGION1,2032,10.298988433342391
REGION1,2033,10.387486722780348
REGION1,2034,10.475985012218308
REGION1,2035,10.564483301656265
REGION1,2036,10.682481020906877
REGION1,2037,10.800478740157487
REGION1,2038,10.9184764594081
REGION1,2039,11.03647417865871
REGION1,2040,11.15447189790932
REGION1,2041,11.277539831658979
REGION1,2042,11.400607765408639
REGION1,2043,11.5236756991583
REGION1,2044,11.646743632907961
REGION1,2045,11.769811566657621
REGION1,2046,11.884121857181652
REGION1,2047,11.998432147705682
REGION1,2048,12.11274243822971
REGION1,2049,12.227052728753739
REGION1,2050,12.341363019277768
REGION1,2051,12.44009392343199
REGION1,2052,12.539614674819445
REGION1,2053,12.639931592218002
REGION1,2054,12.741051044955746
REGION1,2055,12.842979453315392
REGION1,2056,12.920037330035285
REGION1,2057,12.997557554015497
REGION1,2058,13.07554289933959
REGION1,2059,13.153996156735628
REGION1,2060,13.232920133676043
