<<<<<<< HEAD
name,default_value
AccumulatedAnnualDemand,0
AnnualEmissionLimit,-1
AnnualExogenousEmission,0
AvailabilityFactor,1
CapacityFactor,1
CapacityOfOneTechnologyUnit,0
CapacityToActivityUnit,1
CapitalCost,0
CapitalCostStorage,0
Conversionld,0
Conversionlh,0
Conversionls,0
DaysInDayType,7
DaySplit,0.00137
DepreciationMethod,1
DiscountRate,0.05
DiscountRateStorage,0.05
EmissionActivityRatio,0
EmissionsPenalty,0
FixedCost,0
InputActivityRatio,0
MinStorageCharge,0
ModelPeriodEmissionLimit,-1
ModelPeriodExogenousEmission,0
OperationalLife,1
OperationalLifeStorage,0
OutputActivityRatio,0
REMinProductionTarget,0
ReserveMargin,1
ReserveMarginTagFuel,0
ATReserveMarginTagTechnology,0
BEReserveMarginTagTechnology,0
BGReserveMarginTagTechnology,0
CHReserveMarginTagTechnology,0
CYReserveMarginTagTechnology,0
CZReserveMarginTagTechnology,0
DEReserveMarginTagTechnology,0
DKReserveMarginTagTechnology,0
EEReserveMarginTagTechnology,0
ESReserveMarginTagTechnology,0
FIReserveMarginTagTechnology,0
FRReserveMarginTagTechnology,0
GRReserveMarginTagTechnology,0
HRReserveMarginTagTechnology,0
HUReserveMarginTagTechnology,0
IEReserveMarginTagTechnology,0
ITReserveMarginTagTechnology,0
LTReserveMarginTagTechnology,0
LUReserveMarginTagTechnology,0
LVReserveMarginTagTechnology,0
MTReserveMarginTagTechnology,0
NLReserveMarginTagTechnology,0
NOReserveMarginTagTechnology,0
PLReserveMarginTagTechnology,0
PTReserveMarginTagTechnology,0
ROReserveMarginTagTechnology,0
SEReserveMarginTagTechnology,0
SIReserveMarginTagTechnology,0
SKReserveMarginTagTechnology,0
UKReserveMarginTagTechnology,0
ResidualCapacity,0
ResidualStorageCapacity,999
RETagFuel,0
RETagTechnology,0
SpecifiedAnnualDemand,0
SpecifiedDemandProfile,0
StorageLevelStart,0
StorageMaxChargeRate,0
StorageMaxDischargeRate,0
TechnologyFromStorage,0
TechnologyToStorage,0
TotalAnnualMaxCapacity,-1
TotalAnnualMaxCapacityInvestment,-1
TotalAnnualMinCapacity,0
TotalAnnualMinCapacityInvestment,0
TotalTechnologyAnnualActivityLowerLimit,0
TotalTechnologyAnnualActivityUpperLimit,-1
TotalTechnologyModelPeriodActivityLowerLimit,0
TotalTechnologyModelPeriodActivityUpperLimit,-1
TradeRoute,0
VariableCost,0
YearlyPeakAT,0
YearlyPeakBE,0
YearlyPeakBG,0
YearlyPeakCH,0
YearlyPeakCY,0
YearlyPeakCZ,0
YearlyPeakDE,0
YearlyPeakDK,0
YearlyPeakEE,0
YearlyPeakES,0
YearlyPeakFI,0
YearlyPeakFR,0
YearlyPeakGR,0
YearlyPeakHR,0
YearlyPeakHU,0
YearlyPeakIE,0
YearlyPeakIT,0
YearlyPeakLT,0
YearlyPeakLU,0
YearlyPeakLV,0
YearlyPeakMT,0
YearlyPeakNL,0
YearlyPeakNO,0
YearlyPeakPL,0
YearlyPeakPT,0
YearlyPeakRO,0
YearlyPeakSE,0
YearlyPeakSI,0
YearlyPeakSK,0
YearlyPeakUK,0
YearSplit,0
=======
name,default_value
AccumulatedAnnualDemand,0
AnnualEmissionLimit,-1
AnnualExogenousEmission,0
AvailabilityFactor,1
CapacityFactor,1
CapacityOfOneTechnologyUnit,0
CapacityToActivityUnit,1
CapitalCost,0
CapitalCostStorage,0
Conversionld,0
Conversionlh,0
Conversionls,0
DaysInDayType,7
DaySplit,0.00137
DepreciationMethod,1
DiscountRate,0.05
DiscountRateStorage,0.05
EmissionActivityRatio,0
EmissionsPenalty,0
FixedCost,0
InputActivityRatio,0
MinStorageCharge,0
ModelPeriodEmissionLimit,-1
ModelPeriodExogenousEmission,0
OperationalLife,1
OperationalLifeStorage,0
OutputActivityRatio,0
REMinProductionTarget,0
ReserveMargin,1
ReserveMarginTagFuel,0
ReserveMarginTagTechnology,0
ResidualCapacity,0
ResidualStorageCapacity,999
RETagFuel,0
RETagTechnology,0
SpecifiedAnnualDemand,0
SpecifiedDemandProfile,0
StorageLevelStart,0
StorageMaxChargeRate,0
StorageMaxDischargeRate,0
TechnologyFromStorage,0
TechnologyToStorage,0
TotalAnnualMaxCapacity,-1
TotalAnnualMaxCapacityInvestment,-1
TotalAnnualMinCapacity,0
TotalAnnualMinCapacityInvestment,0
TotalTechnologyAnnualActivityLowerLimit,0
TotalTechnologyAnnualActivityUpperLimit,-1
TotalTechnologyModelPeriodActivityLowerLimit,0
TotalTechnologyModelPeriodActivityUpperLimit,-1
TradeRoute,0
VariableCost,0
YearSplit,0
>>>>>>> main
