REGION,YEAR,VALUE
REGION1,2015,8.618
REGION1,2016,8.700946856403622
REGION1,2017,8.783893712807243
REGION1,2018,8.866840569210865
REGION1,2019,8.949787425614486
REGION1,2020,9.03273428201811
REGION1,2021,9.054585873221216
REGION1,2022,9.07643746442432
REGION1,2023,9.098289055627426
REGION1,2024,9.12014064683053
REGION1,2025,9.141992238033634
REGION1,2026,9.145113893919792
REGION1,2027,9.14823554980595
REGION1,2028,9.15135720569211
REGION1,2029,9.154478861578266
REGION1,2030,9.157600517464424
REGION1,2031,9.183911617076324
REGION1,2032,9.210222716688225
REGION1,2033,9.236533816300128
REGION1,2034,9.262844915912028
REGION1,2035,9.28915601552393
REGION1,2036,9.331521345407502
REGION1,2037,9.373886675291072
REGION1,2038,9.416252005174645
REGION1,2039,9.458617335058214
REGION1,2040,9.500982664941784
REGION1,2041,9.53755063389392
REGION1,2042,9.574118602846053
REGION1,2043,9.610686571798187
REGION1,2044,9.647254540750321
REGION1,2045,9.683822509702457
REGION1,2046,9.703890297542044
REGION1,2047,9.723958085381629
REGION1,2048,9.744025873221215
REGION1,2049,9.764093661060802
REGION1,2050,9.784161448900388
REGION1,2051,9.803729771798189
REGION1,2052,9.823337231341785
REGION1,2053,9.842983905804468
REGION1,2054,9.862669873616078
REGION1,2055,9.88239521336331
REGION1,2056,9.902160003790037
REGION1,2057,9.921964323797617
REGION1,2058,9.941808252445213
REGION1,2059,9.961691868950103
REGION1,2060,9.981615252688004
